,instagram_likes,instagram_followers,created_at,title
4827,,,2013-06-13T10:10:38Z,In other news that Marc Jacobs and diet Coke can is pretty dope.  #MarcJacobs #CocaCola http://t.co/fByrOXxdhb
4828,4.0,99.0,2013-06-13T10:07:42Z,#cocacola #like #love #life #live #like4like #cokecole #fest #caminhao #feliz #ser
4829,9.0,204.0,2013-06-13T10:07:42Z,McMerienda!! 
4830,0.0,487.0,2013-06-13T10:07:41Z,#thanks#brother#miss#cocacola#poland#bestfriend#school#lesson @damazy 
4831,0.0,31.0,2013-06-13T10:07:41Z,Омомом #сосиски #шашлык #пиво #CocaCola #ХейХе ловите меня майками по чафанькам:)
4832,47.0,269.0,2013-06-13T10:07:41Z,
4833,2.0,127.0,2013-06-13T10:07:40Z,Cracks. #cobega #crazy #autocar #bus #cocacola #souvenirs #nightnight #grr #cup #swag #yolo #summer #hot #thursday #nice #cute #love #you ♥
4834,85.0,989.0,2013-06-13T10:07:40Z,Bored
4835,0.0,178.0,2013-06-13T10:07:39Z,Got this #cocacola and since everyone gets first name I have surname #funny
4836,1.0,47.0,2013-06-13T10:07:39Z,Pasando la trde cm mi amiga en monteluna #lasvegas #cocacola #miller #hotdogs
4837,2.0,51.0,2013-06-13T10:07:37Z,#bro#coca#cola#zero#cocacola#cocacolazero#Bro#Cola#Cocacolazero#Cocacola#fun#spass#made#in#switzerland#zero#zucker#like#cocacola
4838,131.0,989.0,2013-06-13T10:07:37Z,COLLECT MOMENTS // NOT THINGS
4839,14.0,134.0,2013-06-13T10:07:37Z,#revolution
4840,1.0,23.0,2013-06-13T10:07:36Z,#simon#cold#cocacola#drink#name
4841,8.0,1116.0,2013-06-13T10:07:36Z,Intramuros✔
4842,1.0,154.0,2013-06-13T10:07:35Z,Share a coke with Corina  got this from my friend @_yvonne_h ❤ #share#a#coca#cola#zero#with#corina#name#red#black#shareacokewithcorina#cocacola#love#like#hand#fingers
4843,8.0,1443.0,2013-06-13T10:04:49Z,#love #name #cocacola.#cola #oryginals #boyfriend #drink #drinks #slurp #TagsForLikes #pub #bar #liquor #yum #yummy #thirst #thirsty #instagood #cocktail #cocktails #drinkup #glass #can #photooftheday #beer #beers #wine
4844,5.0,72.0,2013-06-13T10:04:49Z,Combinação perfeita... doce árabe e coca -cola!!!! #faissali #candy #honeyed #sweetarabic #megusta #cocacola #likeforlike #istamood #istagood #photooftheday #food #delight #sampa #sp #brasil #brazil
4845,20.0,326.0,2013-06-13T10:04:48Z,#pagani#boccio#pizza#cocacola#solo#noi#sei#il#mio#cuore
4846,1.0,0.0,2013-06-13T10:04:48Z,Mistrz czyt. Alan.! #cocacola#hasankebab#chill
4847,1.0,0.0,2013-06-13T10:04:47Z,#bff#love#jestemyekstra#cocacola#hiszpański#porsche#piosenkarki#artystki
4848,2.0,0.0,2013-06-13T10:04:47Z,Coke bear #atlanta #oldpic #memories #GA #cocacola
4849,5.0,0.0,2013-06-13T10:04:47Z,Tony has way to much ice! #overfilled #glas #of #cola #cocacola #with #ice #toomuchiceforme #parkhotel #voss #vossevangen #work #lunch #l4l #like4like #follow4follow #instagram #instacool #instafood #instaice
4850,0.0,0.0,2013-06-13T10:04:46Z,#VIP #bejby #cocacola #boring #atshool :)
4851,6.0,347.0,2013-06-13T10:04:46Z,#drink #cocacola #coke #Serena #mycoke #solocosebelle #loveit #instaitalia #instapic #instaphoto #instagood #instamood #turingram #picoftheday #photooftheday #pictureoftheday #tagforfollow #likeforlike #like4follow #followme #followforfollow #follow4follow #popular #popularpage
4852,0.0,90.0,2013-06-13T10:04:43Z,Den perfekta storleken! #cocacola #cola #uå #umeå #umea #lan #nerd
4853,3.0,241.0,2013-06-13T10:04:43Z,Share a coke with dad? Anytime ❤ #CocaCola #Advert #Dad #Love
4854,140.0,512.0,2013-06-13T10:04:42Z,"Всё, экзамены позади!!)) Ура "
4855,5.0,157.0,2013-06-13T10:04:42Z,Good ol' days
4856,2.0,39.0,2013-06-13T10:04:40Z,Je pense qu'on est bon la ! #Verre #Cocacola #Coke #Mcdonald #Jo #London #Vert #Bleu #Noir #Blanc #Violet #Rouge #Jaune
4857,142.0,512.0,2013-06-13T10:04:39Z,Зато по русскому максимум балов :)
4858,0.0,12.0,2013-06-13T10:04:38Z,#cocacola#Marine#
4859,0.0,791.0,2013-06-13T10:04:37Z,Today i go by the name...Ross! Haha. Breakfast on the train. #coke #cocacola #eggsarnie #sandwhich #breakfast
4860,0.0,27.0,2013-06-13T10:02:17Z,12 June #cocacola
4861,8.0,527.0,2013-06-13T10:02:14Z,Do u wanna!? #cocacola #cherry #addicted #sweet #love #lips #pleasures #drink #soft #cold #relax #moments #goodtimes #holidays #summer #instagram #instagramer #igers #instadrink #instalove #instalife #instasweet #instamood #instaphoto
4862,4.0,155.0,2013-06-13T10:02:13Z,#love#cocacola#mati#buapus#like# @camps1999
4863,8.0,277.0,2013-06-13T10:02:12Z,#red #cocacola #me #family #friend #bff #nice #lips #lovley #beauty #cute #art #amazed #awesome #all_shots #staigram #sun #bracklet #photooftheday #picoftheday #tbt #tagsforlikes @mywildmind
4864,2.0,101.0,2013-06-13T10:02:11Z,♥ #cocacola #instaphoto #instadrink #instamood #instagood #ykt #instaykt #instagram
4865,2.0,17.0,2013-06-13T10:02:10Z,Vintage coke #design #coke #cocacola #daily #instadaily
4866,0.0,163.0,2013-06-13T10:02:09Z,I <3 my T-shirt #t-shirt #cocacola
4867,19.0,123.0,2013-06-13T10:02:08Z,#happy#love#cool#good#sun#colors#only#jesusculture#instagram#instalove#instafashion#fashion#losangeles#hollywood#chicago#just#lord#miss#cocacola
4868,3.0,92.0,2013-06-13T10:02:06Z,#cocacola#love#amore#bere#instagram#instalove
4869,1.0,208.0,2013-06-13T10:02:04Z,#Cocacola #felicita #estate #caldo #sogni #desideri #anima #pensieri #musica #gustounico
4870,0.0,158.0,2013-06-13T10:02:02Z,YES!!!! #cocacola #kirsty @georgescutt14 I found it!!!!
4871,1.0,230.0,2013-06-13T10:02:01Z,Share a coca cola with me :D #coke #cocacola #remo #me #share #bored #eating #lunch #drink #foreveralone
4872,0.0,32.0,2013-06-13T10:02:01Z,#cocacola
4873,14.0,370.0,2013-06-13T10:02:00Z,Madingai ;DD
4874,703.0,6463.0,2013-06-13T10:01:59Z,หลังจากที่ห่างหายไป6-7เดือน 
4875,2.0,38.0,2013-06-13T10:01:59Z,Consecutive leap years  #siblings #cocacola #birthyear #family #cold #drinks #music
4876,0.0,80.0,2013-06-13T10:01:57Z,"L'ho trovata, per caso ma l'ho trovata. #condividiunacocacola#amorediunavita#cocacola#"
4877,7.0,325.0,2013-06-13T10:01:53Z,So könnt ich öfters rumlaufen xD #freiwild #cap #sakko #schwarz #berumerfehn #cocacola #iphone #dogtag #kette #love #instagood #me #cute #tbt #photooftheday #instamood #tweegram #iphonesia #picoftheday #girl #instadaily #beautiful #instagramhub #bestoftheday #follow #webstagram #picstitch #happy #fashion
4878,3.0,124.0,2013-06-13T10:01:50Z,WTF? #coke #cocacola #cola #bus #banner #funny #new
4879,0.0,186.0,2013-06-13T10:01:48Z,Momento @cocacola_Es en el descanso de #InspirationDay @womenalia #cocacola #networking #madrid
4880,3.0,117.0,2013-06-13T10:01:45Z,"Black&White with Zero sugar 
#usa #drpepper #cocacola #cola #chery #zero #diet #lowcarb #nosugar #summer #cherrycoke #coke #offenbach #frankfurt #germany #america"
4881,124.0,161.0,2013-06-13T10:01:45Z,#friends #bff #hot #boys #cool
4882,3.0,323.0,2013-06-13T10:01:42Z,Így egészségnap után ..#mcdonalds #food #cocacola #frenchfries #ITagAlot #love #instagood #iphonesia #photooftheday #instamood #igers #me #cute #iphoneonly #instagramhub #picoftheday #girl #jj #instadaily #bestoftheday #summer #sea #sky #igdaily #beautiful #webstagram #summer
4883,3.0,33.0,2013-06-13T09:55:40Z, #coke #cocacola #ice
4884,2.0,35.0,2013-06-13T09:55:39Z,"#cocacola #coca_cola #coca-cola #elodie ""partagez un coca cola avec Elodie "" "
4885,10.0,136.0,2013-06-13T09:55:39Z,Buongiorno a tutti! !!! Dallo studio @alletattoo love #tagsforlikes #tweegram #cocacola #me #instamood #cute #iphonesia #fashion #summer #instadaily #instagramhub #beautiful #instagood #follow #wrbstagram #picstitch #tbt #picoftheday #alexeventi #tattoo #goodmorning
4886,6.0,458.0,2013-06-13T09:55:38Z,"""Avec votre famille"" || smile.♡"
4887,14.0,94.0,2013-06-13T09:55:38Z,#cola #coca #love #coke #like #instagram #me #drink #liampayne #color #cocacola #big #awesome #harrystyles #celebrities #famous #niallhoran #beautiful #icarly #followback #follow #blue #apple #brown #eating #school #louistomlinson #haha #share #summer
4888,1.0,168.0,2013-06-13T09:55:37Z,#pedorra #neussonia #forever #photooftheday #instaguapes #instadaily #instagood #cute #sky #jj #followforfollow #follow4follow #followme #follow #likeit #like4like #likeforlike #likeall #picstitch #cocacola
4889,1.0,242.0,2013-06-13T09:55:37Z, #partagez#un#coca#cola#avec#camille#me#cocacola#share#happy#enjoy#cool#my#name#joke#picoftheday#tags#tagsforlikes#black#zero#red#good#life#hihi
4890,4.0,0.0,2013-06-13T09:52:42Z,#kla ssenuitje #3a #Friends #love #happy #pizzeria #fun #laugh #pizza #cocacola
4891,6.0,0.0,2013-06-13T09:52:41Z,<3
4892,0.0,0.0,2013-06-13T09:52:41Z,"Coca cola and cards, all day long. Ig. <3 #friend #instagram #podeliradost #today #cards #cocacola #fun #ig"
4893,6.0,0.0,2013-06-13T09:52:40Z,"Getting my tonsils out, scared as fuck but free pain killers.<3 #Scared #Happy #BlueEyes #Piercings #StretchedEars #BrownHair #Bisexual #ShavedHead #BodyModification #NoseRing #Industrial #LipRings #SnakeBites #Snapback #CocaCola #Necklace"
4894,1.0,0.0,2013-06-13T09:52:40Z,#me #smile #cocacola #condividilacon #happy #sorriso #condividila #con #chi #sorride #instagood #instacollage #instalook #picoftheday #photooftheday
4895,1.0,321.0,2013-06-13T09:52:40Z,My thang right now ✌ #cocacola#coke#coca#cola#drink#soda#fave#favourite#yum#bottle#sprite#love
4896,0.0,0.0,2013-06-13T09:52:39Z,First one ive ever seen #mr #originality #cocacola
4897,1.0,334.0,2013-06-13T09:52:39Z,@ulapintaric si je kupla eno cocacolo haha  #friend #awesome #legendary #sunnyday #cocacola #loveher 
4898,232.0,59.0,2013-06-13T09:52:38Z,#following #follow #f4f #l4l #cocacola#pepsi#prada#chanel#aramani#nike#gucci#heels#shoes#boutique#unique#luxury#beer#drink#vodka#coffee#milkshake
4899,0.0,162.0,2013-06-13T09:52:38Z,#share #cocacola #with #friend #school #uniform
4900,0.0,1.0,2013-06-13T09:52:38Z,#ice#age#cocacola#party
4901,0.0,130.0,2013-06-13T09:52:37Z,"They don't have ""Casey"" :( #dietcoke #shareacokewith #shareacokewithcasey #upset #sad #uk #british #cocacola"
4902,44.0,460.0,2013-06-13T09:49:45Z,
4903,0.0,115.0,2013-06-13T09:49:44Z,I am the Master! ;3 #cocacola
4904,3.0,320.0,2013-06-13T09:49:44Z,wuhu min name gids doch *-*! #cocacola #rahel #yeah #happy #name
4905,0.0,25.0,2013-06-13T09:49:43Z,^^ #CocaCola
4906,9.0,458.0,2013-06-13T09:49:43Z,#awe #mine #lauren #and #matts #Matthew #names #on #coke #cocacola #bottles #fizzy #pop #drink #red #bottle #boyfriend #instgood #instapic #instafood #instaeffect #instafamous #shoutoutforshoutout #likeforlike #followme FOLLOW ME I WILL FOLLOW BACK
4907,0.0,58.0,2013-06-13T09:49:42Z,#cocacola #cobega #gisejulia #testimo #excursio #photocall
4908,4.0,64.0,2013-06-13T09:49:42Z,#yee#mini#love#friends#infinity#beautifulgirls#italy#italiangirls#break#little#cocacola
4909,0.0,57.0,2013-06-13T09:46:44Z,Do you want some Coke ? :D #coke #cocacola #drink #bottles #red #liquid #plastic #infinite
4910,40.0,123.0,2013-06-13T09:46:43Z,Indo passear com a minha sobrinha linda... linda da tia
4911,2.0,366.0,2013-06-13T09:46:43Z,Pool time! #sun #tanning #pool #hot #cocacola #summer #italy #sorrento #girl #happy #ifollowback #f4f #tagsforlikes #spam4spam
4912,10.0,27.0,2013-06-13T09:46:42Z,Il ritorno da Roma
4913,8.0,102.0,2013-06-13T09:46:42Z,<3
4914,2.0,6.0,2013-06-13T09:46:41Z,#cocacola #summer2013 #coccodimamma #love  #amore #perilmiopiccolo
4915,58.0,253.0,2013-06-13T09:46:41Z,THIERRY HENRY <3
4916,1.0,315.0,2013-06-13T09:46:40Z,@danielkoosh @sha_r0n #BFF #cocacola
4917,2.0,143.0,2013-06-13T09:46:40Z,#light #version #cocacola
4918,0.0,46.0,2013-06-13T09:46:39Z,Petit dej completement normal. #cocacola #redbull #candyup #junkfood #pornfood #kellogs #chocapic
4919,7.0,321.0,2013-06-13T09:46:39Z,#marina #drink #drinks #slurp #TagsForLikes #pub #bar #liquor #yum #yummy #thirst #thirsty #instagood #cocktail #cocktails #drinkup #glass #can #photooftheday #loveit #like4like #cocacola 
4920,0.0,137.0,2013-06-13T09:46:38Z,#grazie#cocacola
4921,0.0,160.0,2013-06-13T09:46:38Z,Cafe da manha saudavel com #pringles e #cocacola
4922,77.0,2995.0,2013-06-13T09:46:37Z,#shareyourcoce #teiledein #cocacola #hawara #guy
4923,0.0,35.0,2013-06-13T09:46:37Z,#seat #coke #cocacola #micheal
4924,62.0,460.0,2013-06-13T09:46:36Z,
4925,2.0,107.0,2013-06-13T09:43:52Z,"Dia dos namorados,  é dia de engordar. #coxinhas #bolinhadecharque #cocacola #amor #felicidade #diadosnamorados"
4926,3.0,209.0,2013-06-13T09:43:51Z,#questa #ovviamente #me #la #dedico !!!! #mito #me #myself #hahahhahahaha #cocacola #bevi #light #instagood #instagram #instafollowers #instafun #love #instalove #crazy #modestia #instaglamour #mary #igers #instahub #webgram #versagram #girls #outfit #ragazze #instaitalia
4927,0.0,95.0,2013-06-13T09:43:49Z,En pleine revision un coca-cola ne fait pas de mal :) #coca #cola #CocaCola #Coke #HaveACokeHere
4928,12.0,328.0,2013-06-13T09:43:48Z,#coke #cocacola #car #want #likes #red #like4like #likes4likes #tags #tagsforlikes #tagsforfollowers #instalike #instagramers #followme #followforfollow #followback #following
4929,1.0,56.0,2013-06-13T09:43:47Z,Наслаждение))
4930,2.0,173.0,2013-06-13T09:43:46Z,#coca #cola #CocaCola #shar #a #with #your #star shar a Coca Cola with your star.  @officialmaxirons @officialericsaade
4931,1.0,236.0,2013-06-13T09:43:45Z,#me #cocacola #goodm #photo #like #followme #instagood #instacool #instalike
4932,18.0,638.0,2013-06-13T09:43:44Z,Credit @syrensong
4933,0.0,19.0,2013-06-13T09:43:44Z,#cocacola#kAj
4934,0.0,764.0,2013-06-13T09:43:43Z,Good Morning... #cocacola #babbone #buongiorno #starebenealavoro....
4935,0.0,24.0,2013-06-13T09:43:43Z,"Names at home, #bestfriends in #China #cocacola #drink #bosomfriends #expat #girlfriends"
4936,0.0,2.0,2013-06-13T09:43:42Z,Хотите меня. #cocacola
4937,1.0,198.0,2013-06-13T09:43:42Z,tous mes #amies #boivent #coca #light / all the #girls #drink #dietcoke  #cocacola #friends
4938,2.0,423.0,2013-06-13T09:43:39Z,"Coffee time!
#sopron #elgusto #coffee #latte #hmm #cool #drink #cocacola #krisztina #my #name #friend #freetime #summertime #sunshine #hot #today"
4939,1.0,98.0,2013-06-13T09:40:52Z,Il Tenebroso. Mi ha fatto troppo ridere. #CocaCola
4940,1.0,223.0,2013-06-13T09:40:51Z,Barbaton #daisy #cocacola #coffee with my #mummy #grandCentral
4941,3.0,417.0,2013-06-13T09:40:50Z,#cocacola #coca_cola #cola #كولا #كوكاكولا وانا وانا كولا ليه ليه 12345678910 ولد ولد ولد طني طني
4942,83.0,327.0,2013-06-13T09:40:49Z,#bacardi #amazon #apple #lexus #nike #adidas#cocacola #volkswagon #audi #gorgeous #google #smirnoff #samsung #sony #honda#bmw#meecedes#amg#ferrari#lamborghini#honda#yamaha#bugatti#veyron#a3photography #travelingram #travelgram
4943,0.0,212.0,2013-06-13T09:40:47Z,"New CocaCola glasses, I like the purple one :D #CocaCola"
4944,0.0,73.0,2013-06-13T09:40:45Z,Hihi♥ #cocacola  #name #misiek
4945,0.0,229.0,2013-06-13T09:40:43Z,Vending machine at #narita !  #cocacola #japan
4946,,,2013-06-13T09:40:42Z,"""@CarlaNaoOmi: #Me #balcon #Calor #Cocacola #Lay's *.* http://t.co/Ck8vvacR00"" my favorite chips"
4947,92.0,546.0,2013-06-13T09:40:41Z,Weird.
4948,5.0,184.0,2013-06-13T09:37:42Z,#instadaily #instamood #love #cocacola #vittoria #top #comment #followme #like #tagsforlikes #fashion #name #life #fun #sun #summer #happy #drink #friends
4949,0.0,52.0,2013-06-13T09:37:42Z,#condividi una #cocacola
4950,1.0,134.0,2013-06-13T09:37:42Z,#coke #Coca-Cola
4951,1.0,43.0,2013-06-13T09:37:41Z,#marion #cocacola #limited #edition <3
4952,0.0,153.0,2013-06-13T09:37:41Z,Coincidenze... Vvb#cocacola#friendship
4953,1.0,40.0,2013-06-13T09:37:40Z,:) #cocacola #lol #blond
4954,2.0,220.0,2013-06-13T09:37:40Z,#cocacola #roni #love #love #love
4955,2.0,89.0,2013-06-13T09:37:39Z,#bmw #x5 #coke #zero #cocacola #luckystrike #bic #lighter #berlin #charlottenburg
4956,4.0,209.0,2013-06-13T09:37:39Z,#la #mamma #e' #sempre #la #mamma #cocacola #share #edition #like #like4like #fun #instafun #instagram #instalove #instamood #instagood #instaglamour #picoftheday #photooftheday #igers #outfit #instahub
4957,4.0,577.0,2013-06-13T09:37:38Z,Thank you for getting me through the day ❤
4958,0.0,21.0,2013-06-13T09:37:38Z,Říká se to o mě! :D #CocaCola
4959,1.0,37.0,2013-06-13T09:37:37Z,#nestie #for #you #cocacola #nima #pojma #! ;)
4960,0.0,146.0,2013-06-13T09:37:37Z,Exakt som jag mår idag. #cocacola #prinsessa #dagenefter
4961,2.0,565.0,2013-06-13T09:37:36Z,#snapchat#snap#tagsforlikes#followme#followmefollowyou#followforfollow#letssnapchat#snapchatme#shouting#photooftheday#shoutout#pleasefollow#follow4follow#lovelovelove#swag#tumblr#followrivers#followmefollowyou#followforfollow#photooftheday#tagsforlikes#pleasefollow#me#cool#swag#smile#instame#tumblr#awesome#popularpic#tweegram#igsg#likeback#fslc#cocacola
4962,5.0,302.0,2013-06-13T09:37:36Z,#shareacokewithme#shareacokewithnicola
4963,0.0,27.0,2013-06-13T09:37:35Z,#CocaCola #likeforlike
4964,,,2013-06-13T09:35:35Z,Nectar of the gods. Not sold in parts of Europe sadly. #cocacola http://t.co/NDVyuge2oo
4965,0.0,114.0,2013-06-13T09:34:44Z,#cocacola #drink #can #fullfat
4966,1.0,29.0,2013-06-13T09:34:43Z,#cocacola #photo #drink #postexam #college
4967,0.0,81.0,2013-06-13T09:34:42Z,#чак #кола #cocacola
4968,0.0,1900.0,2013-06-13T09:34:42Z,True story ! #cocacola #prenom #partage
4969,3.0,117.0,2013-06-13T09:34:41Z,Hidden meanings / Different interpretations.
4970,3.0,265.0,2013-06-13T09:34:41Z,Coca Cola ♥ ..
4971,1.0,31.0,2013-06-13T09:34:41Z,Old school #cocacola
4972,0.0,85.0,2013-06-13T09:34:40Z,#me #waiting #for #lesson #nudy #legs  #cocacola #kierpce #hashtag #hot #sunny #day #sun #girl 
4973,0.0,49.0,2013-06-13T09:34:40Z,Imaginar :)) #Cocacola #Prietenul #Imaginar
4974,1.0,488.0,2013-06-13T09:34:39Z,#me#Piestany#CocaCola#chees#chips#friends#like#followme#follow#photoftheday#amazing#tbt#c0m
4975,1.0,16.0,2013-06-13T09:34:39Z,Podeli coca cola radost na ...= condividi la tua cocacola con ...
4976,1.0,45.0,2013-06-13T09:34:38Z,#CocaCola#tag#vip#company#share#caffeine#Zero#italy#Torino#summer#2013
4977,0.0,90.0,2013-06-13T09:34:37Z,#sonic #the #hedgehog  #shoe #sega #games #coke #can #mini #can #cocacola #soda #sweden #läsk #spel
4978,3.0,485.0,2013-06-13T09:34:37Z,#haha #lunch #time #break #drink #coca #cola #coke #cocacola #anja #wuhuu #hahah #hand #jeans #nature #instashit 
4979,1.0,102.0,2013-06-13T09:34:37Z,I share a coca cola with my daddy! ♥ #cocacola #share #daddy #love #mucholove #instacrazy #instamood #instahappay #picoftheday #mirabilandia
4980,1.0,96.0,2013-06-13T09:34:36Z,#new#cocacola#flowers#beautiful :))
4981,10.0,279.0,2013-06-13T09:31:47Z,#cocacola #coca #cola #day #night #firend #party #crazy
4982,0.0,372.0,2013-06-13T09:31:46Z,Morala sam #podeliradost #cocacola
4983,4.0,26.0,2013-06-13T09:31:46Z,New phone case arrived! #cocacola #red #phone #case #yeah #boy #swag #2013 #summer #fresh #iphoneography #insta #instagold #instahype #instahappy #ye
4984,3.0,490.0,2013-06-13T09:31:45Z,Went to McDonalds a few days ago #McDonalds #cocacola #Ice #Tea #Icetea #Amazing #Perfect #l4l #f4f #s4s #Fansign #Insta #Instagram #1D #Harry #Louis #Niall #Zayn #Liam #lol #like #Love #Live #Birds #Doodles #Summer
4985,4.0,658.0,2013-06-13T09:31:44Z,"And my order is come already!! 1 hot chicken with rice, 1 big coca cola, & 1 Cheeseburger!! Yummy ^_^ #Food #CocaCola #Cheeseburger #Rice #McDonald #FriedChicken #yummy #Delicious #Daily #Instadaily #photooftheday #likeforlike #followme #141"
4986,74.0,1489.0,2013-06-13T09:31:43Z,"dear england, during this sunny period i very much enjoyed being a resident here in this country however the weather is now shit so i want to move as far away as possible, please bring this weather back, sincerely yours, eleanor"
4987,0.0,12.0,2013-06-13T09:31:42Z,#cocacola
4988,0.0,146.0,2013-06-13T09:31:41Z,#amicizia#ketty#happiness#tamarre#tipensopurealondra#cocacola#shareit#
4989,31.0,654.0,2013-06-13T09:31:39Z,"He's my everything,my little King,my awesome boy "
4990,1.0,121.0,2013-06-13T09:31:37Z,#chill #credisintesi #breakfast #broos #frinends #cocacola #pastas #nyamnyam #instabreakfast #instabros #instachill #followme #followforfollow #likesforlikes #l4l #f4f picoftheday #donuts #instalike #instafollowme #instadonuts #flow #flowfactory
4991,0.0,65.0,2013-06-13T09:28:51Z,#mom #dad #cocacola
4992,2.0,72.0,2013-06-13T09:28:49Z,#CocaCola #Coca #Cola #Bella #Cool #Drink #Summer #2013
4993,6.0,154.0,2013-06-13T09:28:46Z,#friend #friends #cocacola #dog #animal #animals #love #book #books #sunday  #igpops #instalike #instagallery #instagood #shots #iphonesia  #photooftheday  #instamood #igers  #cute  #instagramhub  #picoftheday #jj  #instadaily  #bestoftheday #igdaily  #beautiful  #webstagram #igersitalia #italy
4994,8.0,138.0,2013-06-13T09:28:44Z,H
4995,1.0,162.0,2013-06-13T09:28:42Z,#Love #Tantoammore #Cocacola
4996,8.0,327.0,2013-06-13T09:28:40Z,Coca cola e amore ❤ abbinamento perfetto!
4997,0.0,296.0,2013-06-13T09:28:38Z,Coca-cola #cocacola #carbonated #soft #drink #red #black
4998,0.0,24.0,2013-06-13T09:28:37Z,Leo Expres #rocker#cocacola
4999,2.0,238.0,2013-06-13T09:25:54Z,My own  #bottle #coke #shareacokelight #cocacola
5000,0.0,372.0,2013-06-13T09:25:54Z,lonely robert :(( #lonely#cocacola#robert
5001,1.0,118.0,2013-06-13T09:25:53Z,SONO OVUNQUE :') Ahahahahahaha #pazzia #cocacola #olle
5002,29.0,23.0,2013-06-13T09:25:52Z,#cocacola#night#you#friends#like#peace#fireworks#summer#hands#fireworks#czech#brno
5003,23.0,243.0,2013-06-13T09:25:50Z,#casnehrarolu#cocacola#work#red#redhead#promo#blond#boy#girls#hot#sexy
5004,2.0,43.0,2013-06-13T09:25:47Z,Yeah...she has an addiction. @avymarie
5005,7.0,273.0,2013-06-13T09:25:44Z,#cocacola #drink #fitnessdigest #followme #follow #workout #time #name #gramrox #gram66
5006,0.0,112.0,2013-06-13T09:25:41Z,#vintage #popupstore #cocacola #inspiration #art
5007,0.0,39.0,2013-06-13T09:25:38Z,!!! #cocacola #name #my #drink #instadaily #f4f
5008,8.0,131.0,2013-06-13T09:22:59Z,Cola with ice :3 #cocacola #cola #nice #cool #photo #ice #like #likes #tagsforlikes #new #wow #spain #glass #tbt #f4f #so4so #followme #followback #beautiful #wonderful
5009,0.0,47.0,2013-06-13T09:22:57Z,#cocacola #got #my #name
5010,0.0,46.0,2013-06-13T09:22:55Z,Min #minicocacola sista HELA exemplaret från Ica i centrum #moahaha min #cocacola OCKSÅ
5011,2.0,196.0,2013-06-13T09:22:53Z,Treating myself #breakfast #thursday #coke #cocacola #can #pop #thirsty #ice #cold #metal #yum
5012,2.0,229.0,2013-06-13T09:22:53Z,Sweet present from Paris  Coca Cola light designed of Marc Jacobs ! #drink #drinks #slurp #TagsForLikes #pub #bar #liquor #yum #yummy #thirst #thirsty #instagood #cocktail #cocktails #drinkup #glass #can #photooftheday #cocacola #marcjacobs
5013,0.0,150.0,2013-06-13T09:22:51Z,Paliit na talaga ng paliit #cocaCola #coke #randomPhotos #instaAddict #galaxyNoteII
5014,98.0,340.0,2013-06-13T09:22:51Z,
5015,0.0,21.0,2013-06-13T09:22:50Z,
5016,8.0,190.0,2013-06-13T09:22:49Z,my #lunch earlier was cooked & delivered by my #love #fiancee @nora7r33na7man #makan #eat #rice #ayamlemakcilipadi #telurdadar #kicapmanis #kerupukikan #cocacola #favouritefood #homecookedfoodisthebest #food #foodporn #instafood #delicious #mmdap #yummy #nomnom #pbg
5017,0.0,248.0,2013-06-13T09:22:47Z,#cocacola
5018,165.0,4480.0,2013-06-13T09:22:45Z,"@becam637  Rebecca

Proud mommy Rebecca is getting a big IG ... Just join and watch  YOU_DO_THE_POSE___I_DO_THE_POST_!!! You really should Follow this lovely IG-starlet @becam637 @becam637 @becam637 @becam637  51"
5019,2.0,49.0,2013-06-13T09:22:43Z,#cocacola #product #new #nutriboost
5020,0.0,11.0,2013-06-13T09:22:39Z,#snapback#swag#swagga#tegs#instagram#nyc#cocacola#paper#pictures#photo
5021,0.0,229.0,2013-06-13T09:22:37Z,Freedom #cocacola #zero #beer #breaktime #people
5022,2.0,52.0,2013-06-13T09:19:46Z,#suisse #summer #cocacola
5023,60.0,780.0,2013-06-13T09:19:44Z,#smile #chisorride
5024,3.0,33.0,2013-06-13T09:19:42Z,"Дом, милый дом. Одна :))) и тишина !"
5025,0.0,35.0,2013-06-13T09:19:40Z,"#coca_cola #coca-cola #cocacola #coca #elodie ""Partagez un coca cola avec Elodie ""  "
5026,3.0,65.0,2013-06-13T09:19:38Z,#cat #mnaaau #nice #drink #cocacola #zero #0 #love #best #ever #gramfriends #instagramers #like4like #tags4like
5027,0.0,797.0,2013-06-13T09:16:57Z,#cocacola
5028,0.0,40.0,2013-06-13T09:16:57Z,#cocacola #calcio #italia #inter #jacopo #daje #mainagioia
5029,0.0,51.0,2013-06-13T09:16:55Z,Delar en Coke med mig själv idag! •_• ❤ #cocacola #cola #coke #emilia #min #bästa #omnomnom #skriverminegnahashtaghära
5030,6.0,729.0,2013-06-13T09:16:54Z,#today #tbt #love #flight #follow #cola #cocacola #blackhawk #sikorsky #pilot #picoftheday #instagood #instamood #tweegram
5031,1.0,51.0,2013-06-13T09:16:53Z,#Experimento#Del#Hormiguero#Cocacola#Instacool#Instagood#Instamoment#Instaphoto.
5032,1.0,36.0,2013-06-13T09:16:50Z,#cocacola #love #precious #skarb #sweet #gift #happy
5033,12.0,273.0,2013-06-13T09:16:49Z,Ахахахах ночные посиделки в пол.второго ночи вместе с @nastyasamoilova 
5034,1.0,418.0,2013-06-13T09:16:47Z,Darling #cocacola#with#darling#kupejeme#jen#protoze#je#tam#milacek#darling#sunny#day#sunshine#beautiful#day#skolaminus#no#school#haha
