,instagram_likes,instagram_followers,created_at,title
3559,0.0,167.0,2013-06-13T14:16:50Z,#soleil #glacealeau #cocacola #herbeverte #welcomejune #printemps #été
3560,0.0,95.0,2013-06-13T14:16:50Z,#leto#pohoda#na#terase#cocacola#mnam#jupi#love#summer<3
3561,12.0,95.0,2013-06-13T14:16:49Z,#picoftheday#smoke#cocacola#water#glass#morning#montreal#canada#home#gay#relax#toy#table#chair
3562,1.0,98.0,2013-06-13T14:16:49Z,På tur med hende her @mariarosekristensen #cocacola #shareacokewith
3563,5.0,72.0,2013-06-13T14:16:48Z,#er #is #een #new #cocacola  #blikje #fun
3564,1.0,197.0,2013-06-13T14:16:48Z,#cheesebitchs #cocacola
3565,8.0,373.0,2013-06-13T14:16:48Z,#InstaSize#tweetgram#instahub#iphonesia#iphoneonly#iphone5#tbt#tagsforlikes#cocacola#likeforlike#photooftheday#picoftheday#l4l#instamood#instaphoto#instago#insagood#igers#instagramers
3566,1.0,280.0,2013-06-13T14:16:47Z,Matts so cute  #he #bought #me #a #coke #and #corrected #my #name #aw #boyfriend #matt #hollie #cutie #cocacola #getmynameright #sadface #like #likeforlike #likeforfollow
3567,0.0,69.0,2013-06-13T14:16:46Z,Моя прелесть #cocacola
3568,4.0,473.0,2013-06-13T14:16:46Z,Share a Coke with Lucas #cocacola#love#TagsForLikes#TFLers#instagood#tweegram#photoofthefday#me#instamood#cute#iphonesia#summer#tbt#igers#picoftheday#boy#instadaily#instagramhub#beautiful#iphoneonly#bestoftheday#food#jj#webstagram#sky#follow#happy
3569,0.0,42.0,2013-06-13T14:16:45Z,Hell yeah!! Finally!! #cocacola #melissa #shareacokewith #yay
3570,2.0,248.0,2013-06-13T14:16:45Z,My boy #pub #boyfriend #drinks #glass #cocacola #lake
3571,0.0,54.0,2013-06-13T14:16:45Z,:)) #fonok #szivtipro #cocacola #school #best #legjobb
3572,0.0,91.0,2013-06-13T14:16:44Z,dela en coke med mig själv ♥♥ #jobba #sjukhus #work #food #cocacola #sweet #summer #fun #hingry
3573,0.0,76.0,2013-06-13T14:16:44Z,#coca #bretagne #breizh #rocsaintandre #morbihan #france #cocacola #cola
3574,7.0,54.0,2013-06-13T14:16:43Z,#cocacola #love #instagood #iphonesia #photooftheday #instamood #name #me #cute #iphoneonly #instagramhub #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautiful #webstagram #picstick #instagrammer #nofilter #followme #statigram #jj_forum #follow#followfollow
3575,16.0,1507.0,2013-06-13T14:16:43Z,Perfect. 
3576,0.0,151.0,2013-06-13T14:16:43Z,Ровно вас и не хватало#cocacola#sochi#2013#собериколлекцию
3577,0.0,63.0,2013-06-13T14:16:42Z,Nærmere kommer jeg ikke #shareacoke #carina #karina #miiinnestenheltegnecola #rimi #cocacola
3578,0.0,5.0,2013-06-13T14:16:42Z,#cocacola#<3
3579,5.0,130.0,2013-06-13T14:16:41Z,Судзуки-сан решил попробовать кока-колу #cocacola#rilakkuma#bear#japan#usa
3580,0.0,52.0,2013-06-13T14:16:40Z,There is my name too!! #katrina #katrīna #cocacola #friends #funny #happy
3581,0.0,297.0,2013-06-13T14:16:40Z,#QUANTO #MAIS #ALINE #MELHOR #COCACOLA #GUARANÁ #EDIÇÃO #LIMITADA
3582,2.0,233.0,2013-06-13T14:16:40Z,Cola ohhyeeaahh! #cocacola#colacherry#cherry # yummmm
3583,1.0,70.0,2013-06-13T14:16:39Z,... #coca #cola #cocacola #españa #espagne #oh #my #god #omg #love #this #soda #také #full #miam
3584,4.0,55.0,2013-06-13T14:16:39Z,#cocacola #land #tags #tagforlikes #tagsforlike #foreveralone #football #followme #followsforfollows #followback #Bitch  #SWAG #swaggie #diamond #snapback #newera #mitchelaness #twelve @maaackandys
3585,2.0,92.0,2013-06-13T14:16:39Z,Finally found my name In Selfridges! #cocacola #jack #coke #bottle #drink #name #selfridges #london #happy
3586,4.0,5.0,2013-06-13T14:16:38Z,#CocaCola #cold
3587,2.0,5.0,2013-06-13T14:16:38Z,#CocaCola #cold
3588,3.0,709.0,2013-06-13T14:16:37Z,#outfitoftheday#cocacola#summer#gurl#me#fashion#bye
3589,1.0,453.0,2013-06-13T14:16:37Z,#Cocacola #fizzy #drink at #Marrybrown #maldives #colamachine #icecubes #bestoftheday #picoftheday #photooftheday
3590,4.0,139.0,2013-06-13T14:16:37Z,#finally #i #found #cocacola #share #coke #with #sara #yes #happy #summer #yolo
3591,0.0,169.0,2013-06-13T14:16:36Z,#cocacola#ventil#pontozero#try#to#study
3592,4.0,5.0,2013-06-13T14:16:36Z,#pringles #cocacola #eat #chips
3593,,,2013-06-13T14:15:36Z,Minha passatempo veio recheada né kkkkk #cocacola #passatempo http://t.co/sPmjpeFPmt
3594,5.0,40.0,2013-06-13T14:11:01Z,#fashion #summer #summer2013 #cute #drinks #bikini #pink #victoriassecret #love #lovespell #pureseduction #outfit #red #sun #girlziinspo #girlsinspo #lovesummer #dress #sunglasses #flower #pool #water #watermelon #kiwi #fruits #milshakes #cocacola
3595,6.0,174.0,2013-06-13T14:10:59Z,Left overs. And soda (an unusual item for me)
3596,3.0,5.0,2013-06-13T14:10:57Z,#CocaCola
3597,0.0,158.0,2013-06-13T14:10:55Z,Café da manhã .... #negresco #cocacola. bom dia
3598,1.0,140.0,2013-06-13T14:10:52Z,#cocacola #słoneczko #car #sunshine #hot #sunny #day #instaphoto #poland
3599,0.0,36.0,2013-06-13T14:10:52Z,#uneamie #cocacola
3600,2.0,124.0,2013-06-13T14:10:51Z,Avenida Paulista! #BRAZIL #saopaulo #avenidapaulista #coke #cocacola #worldcup
3601,1.0,35.0,2013-06-13T14:10:50Z,#school #chill #cocacola #easy #nice #friends #boys #crazy #crash #photo #schoolphoto #sun
3602,1.0,45.0,2013-06-13T14:10:48Z,#me #boyfriend #cocacola
3603,2.0,367.0,2013-06-13T14:10:48Z,#cocacola #share #your #name #funny #zurich #HB #switzerland #kuttikkadan @pinguinmonster @nicolasconst
3604,3.0,122.0,2013-06-13T14:10:47Z,"A grandes males, grandes remedios. #vodka #alcohol #coke #cocacola #drug #drinks #johnie #walker #absolut #whiskey #love #like #instalike #instalove"
3605,0.0,60.0,2013-06-13T14:10:46Z, #cola #coke #cocacola #name #julia #drink #black #red #yummi
3606,0.0,202.0,2013-06-13T14:10:45Z,#rebecca #name #cocacola #coke #eventually
3607,2.0,34.0,2013-06-13T14:10:45Z,Servidos??? #mcdonalds #comida #hanburger #bigmc #cocacola #milkshak #friends #instagood #instalike #like4like #instahappy #babatafrita #delicia :3
3608,0.0,221.0,2013-06-13T14:10:44Z,"Hard work trying to find a coke with your name in them, missed 2 busses, thanks @katiee_nelsonn #cocacola"
3609,0.0,40.0,2013-06-13T14:10:43Z,Tag #girlziinspo and i Will maybe post your picture to my page! #fashion #summer #summer2013 #cute #drinks #bikini #pink #victoriassecret #love #lovespell #pureseduction #outfit #red #sun #girlziinspo #girlsinspo #lovesummer #dress #sunglasses #flower #pool #water #watermelon #kiwi #fruits #milshakes #cocacola
3610,0.0,206.0,2013-06-13T14:10:40Z,Coca Cola o Jack Daniels??? #cocacola #coke #whisky
3611,196.0,2312.0,2013-06-13T14:10:39Z,sun looked
3612,1.0,184.0,2013-06-13T14:10:38Z,Hipster Coke #yo #swaggie  #fresh #boyfriend #girlfriend #coke #cocacola #voll #cool #und #hipster #kumma #wie #geilon #wir #sind #cutecouple #hipstercouple #eigentlich #voll #die #undercover #emos #ok #bye #lawl @guitarsnplugs
3613,,,2013-06-13T14:10:37Z,Finally! #cocacola http://t.co/iHI3ZXmgZS
3614,2.0,76.0,2013-06-13T14:07:57Z,"My cousins birthday yesterday, so I decided to buy myself a coke with her name on. Happy birthday Simone  @ikensimone #cousin #birthday #happy #simone #danish #german #denmark #girl #girls #christina #me #cola #coke #cocacola"
3615,2.0,199.0,2013-06-13T14:07:56Z,Condivido questa #cocacola con il #bomber #top #giustoperchehoisoldidabuttare ahahah
3616,5.0,371.0,2013-06-13T14:07:55Z,#love #cocacola #igersitaly #photographer #popularphoto #popularpic #instamood #instacool #instagood #instalove #instadaily #photooftheday #iphonegraphy #instabest #instamatic #iphoneitalia #bestoftheday #followme #picoftheday #photomania #instafun #iphoneonly  #iphonesia  #iphone
3617,5.0,390.0,2013-06-13T14:07:54Z,#cocacola#iamsterdam#marcjacobs#love#pretty#enjoy#red#vacation#instagood#instagram#instagrammers#instalove#igers#iphonesia#iphoneonly#jj#pop#likeforlike#followme#picofday#heart#followme#me#myself
3618,5.0,127.0,2013-06-13T14:07:54Z,Tha 90's...Dancing cans!! #tbt #throwbackthursday #90's #coke #cocacola #glasses #headphones #soda #pop #sun #sunglasses #shades #can #cool #music #dance #red #old #kid #memories #rp #rpzzy #drink #toy
3619,0.0,86.0,2013-06-13T14:07:53Z,#Ron #SantaTeresa #Linage #CocaCola #Pepsi #Shot Volvió Hector!
3620,2.0,127.0,2013-06-13T14:07:53Z,Share a coke with Caroline
3621,4.0,519.0,2013-06-13T14:07:52Z,"""Bevi la coca cola che ti fa digerire, con tutte quelle, quelle bollicine"" "
3622,1.0,44.0,2013-06-13T14:07:52Z, #cocacola
3623,0.0,83.0,2013-06-13T14:07:51Z,Marc Jacobs diet coke #dietcoke #cocacola #marcjacobs @nataliesianx
3624,2.0,386.0,2013-06-13T14:07:51Z,I love you❤ #goleador #cocacola #fruit #candies #summer
3625,2.0,208.0,2013-06-13T14:07:50Z,#newin #top #JackDaniel #Cocacola #sunglasses 
3626,1.0,32.0,2013-06-13T14:07:50Z,#cocacola #light #pink #sexy
3627,1.0,254.0,2013-06-13T14:07:49Z,#my #cocacola #coca #cola #name #my #cocacola #hehehe
3628,0.0,178.0,2013-06-13T14:07:49Z,I TOP! ❤ #top #cocacola #bottle #friend #ied #friendship #gift #lovely #quote #mood #picoftheday
3629,1.0,35.0,2013-06-13T14:07:48Z,Dame la vida morena #GUINESS #COCACOLA #SUMMER
3630,0.0,147.0,2013-06-13T14:07:48Z,#mistrz#cocacola#knoppers#styl#HEHE
3631,0.0,442.0,2013-06-13T14:07:45Z,Is @syverfossen the best or what? Love you man!  #cocacola #norway #adorable #myname
3632,2.0,77.0,2013-06-13T14:07:40Z,#cocacola #lite #italy #fun
3633,0.0,86.0,2013-06-13T14:04:55Z,#cocacola #coke #giulia #name #red #white #PolyFrame
3634,4.0,1377.0,2013-06-13T14:04:55Z,now coca cola w/ lemon 
3635,6.0,17.0,2013-06-13T14:04:54Z,Na na na na I'm lovin it! #mcdonalds #follow4follow #followme #follow4followback #eat #love #food #mcchicken #cocacola #salad #nuggets #eatwithfriends #igers #igersitalia #igersitaly #followfollowfollow #q8 #instame #instafood #instagood #iloveit #ilovethiselement #hungry #chips #fried #hello
3636,3.0,67.0,2013-06-13T14:04:54Z,@_elizao zobacz co mam ! #подруга #bff #cocacola
3637,9.0,63.0,2013-06-13T14:04:53Z,#me #likeforlike #longhair #lips #eyes #girl #photooftheday #followback #instamood #wtf #followshoutoutlikecomment  #shoutout #cocacola #drinking #friends #follow #me #likeforlike
3638,0.0,368.0,2013-06-13T14:04:53Z,Todos chora! #copadomundo #spain #maracana #cocacola
3639,2.0,197.0,2013-06-13T14:04:52Z,#lol #serio? @kaamil96 #hahaha #bk #dnia #pani #z #subway #ma #wyczucie #swag #yolo #i #te #sprawy #trololo #photoofday #cocacola
3640,17.0,691.0,2013-06-13T14:04:52Z,#spinslovesme#sole#mare#acqua#e#sale#followme#follows#cocacola#caldo
3641,0.0,62.0,2013-06-13T14:04:51Z,Bound to be fat one day! #cookies#yum#chocolate#cocacola :)
3642,4.0,94.0,2013-06-13T14:04:50Z,Voici la radio que j'ai fabriqué en techno. #radio #cours #techno #rouge #autocolant #cocacola #technologie #loveit #instagood
3643,8.0,218.0,2013-06-13T14:04:50Z,#dads #painting #brilliant #art #artist #london #Piccadilli #circus #l4l #life #quiet #acrylic #paint #follow #for #followback #night #life #blue #cocacola #Macdonalds #people #sky
3644,1.0,123.0,2013-06-13T14:04:49Z,Shopping at the market #market #paris #france #cocacola #food #marcjacobs
3645,0.0,118.0,2013-06-13T14:04:48Z,#cocacola #condividiunacocacola #benedetta
3646,1.0,97.0,2013-06-13T14:04:47Z,coca cola agora tem as corea do brasil #brasil #copa #cocacola
3647,3.0,1377.0,2013-06-13T14:04:46Z,//
3648,1.0,190.0,2013-06-13T14:04:45Z,"Kommer spamma med lite bilder från rom.
#cocacola #likeaboss"
3649,1.0,570.0,2013-06-13T14:04:45Z,#cocacola #chic
3650,2.0,34.0,2013-06-13T14:04:44Z,#party #fiesta #greens #beer #cervezas #cachimba #house #chofas #cocacola #wii #instapic #instadaily #instaphoto
3651,1.0,90.0,2013-06-13T14:04:43Z,#my#beautiful#cocacola#bomber#tagsforlikes#instawow#instacollage
3652,0.0,685.0,2013-06-13T14:04:43Z,Che bomber che siamo ✌
3653,1.0,71.0,2013-06-13T14:04:42Z,Finally found mine ^^ #name #cocacola #cola #nikolett #niki #nicky # nikky #red #summer #sun #fresh #refresh #drink #drinking #sugar #sweets #sweet
3654,2.0,40.0,2013-06-13T14:04:42Z,Yummi! Tag #girlziinspo on your pics! #fashion #summer #summer2013 #cute #drinks #bikini #pink #victoriassecret #love #lovespell #pureseduction #outfit #red #sun #girlziinspo #girlsinspo #lovesummer #dress #sunglasses #flower #pool #water #watermelon #kiwi #fruits #milshakes #cocacola
3655,2.0,164.0,2013-06-13T14:04:41Z,#coolest #coke #ever #cocacola #rahel #socool #myname on a #soda
3656,0.0,238.0,2013-06-13T14:04:40Z,#carrera #cocacola #happy #tois #avare
3657,124.0,4480.0,2013-06-13T14:04:40Z,"@lilyfiguera  Lily

Always a pleasure to expose...  YOU_DO_THE_POSE___I_DO_THE_POST_!!! You really should Follow this lovely IG-starlet @lilyfiguera @lilyfiguera @lilyfiguera @lilyfiguera  24K"
3658,0.0,15.0,2013-06-13T14:04:39Z,#cocacola #cola #blond #me #blondynka #where #my #name o_O ;-)
3659,5.0,203.0,2013-06-13T14:01:45Z,Innovation Never Stops #clasificadosonline #openspace #puertorico #sanjuan #funciona #clasificados #homeoffice #innovation #imagine #dreambig #teamcol #mobil #vintage #cocacola #bestpic #clasificadosonline
3660,0.0,63.0,2013-06-13T14:01:43Z,#today #CocaCola #migliore #amica #nome #Martina
3661,16.0,205.0,2013-06-13T14:01:41Z,בדרך הביתה ;)
3662,22.0,121.0,2013-06-13T14:01:40Z,#spinslovesme  #followforfollow  #follow #Tagsforlikes #mare #giugno #sole #caldo #ombra #bar #cocacola #camel #basta
3663,1.0,156.0,2013-06-13T14:01:37Z,#cocacola #swag #hipster
3664,,,2013-06-13T14:00:37Z,Miracolooooo!!!! Esiste anche la MIA #CocaCola !!! #name #Lisa http://t.co/LowxL0A5mE
3665,0.0,0.0,2013-06-13T13:59:01Z,Outrage!! #getitright #saymyname #spellmyname #ashley #cocacola #coke
3666,0.0,0.0,2013-06-13T13:59:01Z,@kingaburda haha #cocacola #kierownik#podziel#się#radością ;-)
3667,0.0,0.0,2013-06-13T13:59:00Z,Good enough #cocacola #coke #zero #name #shareacoke #conor
3668,0.0,0.0,2013-06-13T13:59:00Z,So havi eg gjørt mat til familjuna  #cocacola#food#delicious #chef 
3669,0.0,117.0,2013-06-13T13:59:00Z,#rement #rementcollection #ayinerement #miniature #toys #coke #cokecollector #cocacola #cokecollection #cokecollections #janecokecollection
3670,2.0,98.0,2013-06-13T13:58:59Z,Шведская кола с именами #cocacola #coke #oskar #sofie #sweden
3671,1.0,126.0,2013-06-13T13:58:59Z,#CocaCola #Latvia
3672,0.0,25.0,2013-06-13T13:58:58Z,#cocacola #zlaticka #honey #chill #hot #summer #selec #fun
3673,0.0,205.0,2013-06-13T13:58:58Z,Colorful soft drink#colorful#softdrink#fanta#coke#cocacola
3674,0.0,35.0,2013-06-13T13:58:58Z,YOU KING #coke #cocacola
3675,0.0,50.0,2013-06-13T13:58:56Z,Rico rico patatas y coca cola  #martin96xx #cocacola #coke #potato #patata #hungry #chips
3676,3.0,157.0,2013-06-13T13:58:55Z,La MIA #CocaCola #miracolo #name #Lisa #picoftheday #instagood #instadaily #bestoftheday #instagramers #webstagram #instagallery #instacool #instamood #instapic #pic
3677,0.0,130.0,2013-06-13T13:58:52Z,chilling! #icetea #cocacola #tallinna
3678,1.0,109.0,2013-06-13T13:58:51Z,#lets #go #to #work #cocacola #company #ag #electricar #corp #home #breakfast #instapic #instarican
3679,0.0,40.0,2013-06-13T13:58:51Z,"Petit BB, tu veux être mon amie ? "
3680,3.0,313.0,2013-06-13T13:58:50Z,le winZ #cocacola #retro #vintage
3681,8.0,907.0,2013-06-13T13:58:49Z,Fint eg e singel då ✌ #trengesje #å #dela
3682,9.0,194.0,2013-06-13T13:58:48Z,L♡VE #cocacola
3683,3.0,880.0,2013-06-13T13:58:48Z,BIG S/O to #DVdancecrew doing their thang last night We loved it! Proud of u guys #hiphop #nickiminaj #diggy #dv #106&park #bet #livedance #trenton #fashion #cocacola #battlebattle #dance #dancelife #younggurlshakkinghera::ontiaheadwasabouttogetchopbythewholetrenton #7.5mileradius  lol jk but great job guys!
3684,0.0,155.0,2013-06-13T13:58:47Z,Les ampolles d'abans ⌛#cocacola #damm #martini #ambar #mercat #antic #curiosidades
3685,1.0,230.0,2013-06-13T13:58:46Z,... Thanks #vip #cocacola #ciaoproprio #autografi #milano #thirstythursday
3686,9.0,310.0,2013-06-13T13:58:45Z,hi #coke #cocacola #sam #name #boy #me #amazing #cool #love #instagood #like4like
3687,24.0,205.0,2013-06-13T13:58:44Z,Me Love : )
3688,2.0,403.0,2013-06-13T13:58:44Z,Thats my name bitch #liampayne #directioner #loveit #me #cool #awesome #cocacola #switzerland #swissdirectioner #payne #hot #amazing #iwant #red #zuerich #inlove #omg #onemoment #onedirection #peace #1D @harrystyles @niallhoran
3689,0.0,86.0,2013-06-13T13:58:43Z,#gerne#cocacola#wennicheinenhätte#läuftbeieuch#prinz
3690,0.0,284.0,2013-06-13T13:58:42Z,"@rasser_racing fandt en cola med mit navn! #epic. Troede helt seriøst det navn var ""outdatet""! #cocacola#with#my#name#kirstine"
3691,1.0,75.0,2013-06-13T13:58:42Z,#me #studying #Cocacola #students #Avala
3692,3.0,453.0,2013-06-13T13:58:41Z,Coke #zero#cocacola#drink#ice#instagood#black#jj#summer#music#pub#bar#istanbul#people
3693,0.0,608.0,2013-06-13T13:58:40Z,"#me#drinking#cocacola#fresh#friend 
Do you want?"
3694,0.0,7.0,2013-06-13T13:58:40Z,#Drink #CocaCola
3695,0.0,50.0,2013-06-13T13:58:39Z,Examensfirare! Vi flyttar in utemöblerna under tak en regning dag som idag. #examen #cocacola #cafeflora
3696,64.0,1010.0,2013-06-13T13:58:38Z,#hot #sweet #instan #you #great #china #flag #us #together #uk #rainbow #coffee #fun #disney #yeah #Japan #hello #bff #ok #cocacola #sexy #cutie #sydney
3697,8.0,428.0,2013-06-13T13:53:58Z,Perang sudah tamat :-)
3698,0.0,30.0,2013-06-13T13:53:57Z,#shareacokewith #venner #rød #campingvogn #nom #cocacola #cola
3699,0.0,68.0,2013-06-13T13:53:56Z,I think this is the closest I'm ever going to get! #coke #cocacola #diet #drink #fizzy #name #emma #my #name #sucks #weird #annoying
3700,20.0,75.0,2013-06-13T13:53:56Z,Big salade composé !!! #instaquote  #instagram  #instatime  #instaplace  #instafood  #instatalent  #instafun  #instagood  #foodies  #food  #facebook  #followme  #foodporn  #follow  #samsunggalaxynote2  #salade  #cocacola  #likeforlikes  #pictoftheday  #bestoftheday  #oeuf  #concombre #tomate  #radis #recette  #recipe  #repas
3701,11.0,356.0,2013-06-13T13:53:56Z,"..#adoro le nuove bottiglie di cocacola, e anche la cocazero!!! ❤"
3702,6.0,222.0,2013-06-13T13:53:55Z,#cocacola #kto #znajdzie #Asie #ten #mistrz #sun #sunny #day #holiday #free #time #shorts #slippers #instagood
3703,2.0,192.0,2013-06-13T13:53:53Z,Demorou +Chegouuu eee #cocacola  #shoes #boy
3704,0.0,54.0,2013-06-13T13:53:51Z,The closest I can Be of One #Coca~Cola will be this Sign! This Week #cardio #CocaCola
3705,4.0,15.0,2013-06-13T13:53:48Z,#harrypotter #film #dvd #cocacola #popcorn #vans #posey
3706,0.0,41.0,2013-06-13T13:53:46Z,#CocaCola #Sochi2014 #Обменялаобменяла 
3707,0.0,35.0,2013-06-13T13:53:43Z,Un respiro #coke #cocacola
3708,11.0,89.0,2013-06-13T13:53:43Z,#cocacola #you #and #Dominika #my #name #czech #name #love #cocacola #june #2013 #instaphoto #instagram #instapic #followme #follow #me
3709,4.0,125.0,2013-06-13T13:53:40Z,Nem volt kedvem keresgelni:D #my #name #is #laszloo #lacivagyokszia #cocacola #nyami #red #kedvenc #finom #followme #follow #me
3710,0.0,36.0,2013-06-13T13:53:39Z,Så hyggeligt med de her cola-navne. #cocacola #smagergodt
3711,1.0,289.0,2013-06-13T13:53:37Z,I have it too! :D #love #my #cocacola
3712,376.0,8305.0,2013-06-13T13:53:34Z,Good Morning ☀
3713,8.0,229.0,2013-06-13T13:53:33Z,anotherboyfriendgift † #other #gift #boyfriend #boyfriendgift #cocacola #croptop #enjoy #enjoyit #cute #awsome #cool #in #fashion #casio #whatch #bellypiercing #instagramer #instamoment #instago #instaphoto #instapic #tagsforlike #like #like4like #likeforlike #follow #followme #followgirl #followforfollow #follow4follow
3714,346.0,8305.0,2013-06-13T13:53:30Z,The Pride Week At TLV
3715,0.0,74.0,2013-06-13T13:53:29Z,Mentos. <3 #mentos #cocacola #strawberry #tuttifruity.
3716,0.0,63.0,2013-06-13T13:53:28Z,Found my name and my mum's name on coca cola bottles! #name#cocacola#coke#holly#nicola#yaya
3717,310.0,8305.0,2013-06-13T13:53:28Z,Zack And The City - Present From My Ortal ✈
3718,5.0,181.0,2013-06-13T13:53:27Z,#My #FaV #DrinK #CoCacOlA
3719,0.0,113.0,2013-06-13T13:53:26Z,Konecne uz ji mam taky! #cocacola #name #monika
3720,2.0,112.0,2013-06-13T13:53:25Z,Yiiissss!!! #coca #cola #cocacola #leona #yves #friends #drink #zürich
3721,0.0,151.0,2013-06-13T13:53:24Z,#cocacola <3
3722,7.0,99.0,2013-06-13T13:53:20Z,#beard #sakhalin #gshock #casuo #smile #summer #drunkenfeast #white #rum #CocaCola #laugh #laughter #night
3723,0.0,3.0,2013-06-13T13:53:17Z,"#cocacola#names#me#&#myboyfriend
Hitta min killes namn på cola flaska o min lille bror hitta mitt namn<3"
3724,1.0,209.0,2013-06-13T13:53:15Z,Je m'ennuie XP ... #im #very #bored #coca #cola #cocacola #zero #of #course #drink #bag #nailslaquer #photooftheday
3725,1.0,421.0,2013-06-13T13:53:12Z,"Mean Joe Greene 
#UNT #75 #cocacola #NorthTexasGreat #MeanJoeGreene #bobblehead #Steelers"
3726,6.0,412.0,2013-06-13T13:53:09Z,#webstagram #Facebook #tumbler #twitter #makeup #hair #face #style #me #webstagram #Facebook #cocacola
3727,1.0,174.0,2013-06-13T13:53:07Z,#Jack#Daniels#Handy#CocaCola#Suitcase#Funny#Glass#Drinks
3728,2.0,147.0,2013-06-13T13:53:05Z,find this bottle really cute for some reason #cocacola #food #london
3729,0.0,313.0,2013-06-13T13:53:01Z,Why not. #CocaCola
3730,0.0,98.0,2013-06-13T13:52:59Z,#cocacola #misiek #kocham #to #love #it #loveit
3731,2.0,130.0,2013-06-13T13:52:57Z,#cocacola#sloneczko#happy#nice#disco#theend#instaphoto#TagsForLikes#polishgirl#instagood
3732,6.0,3024.0,2013-06-13T13:52:54Z,Sure thang
3733,2.0,29.0,2013-06-13T13:52:54Z,#red #cocacola #likeit #roma #love #drink #my #name #likeforlike #instangood #instaphoto #instalike #instago
3734,10.0,7.0,2013-06-13T13:52:52Z,#relax #happy #pets #Russia #friends #usa #me #megusta #juntos #JustinbIeber #Eminem #forever #batman #Adidas #Nike #cocacola #Pepsi #swag #swagger #Moscow #bebé #skate #teamo #love #Ironman #fútbol #love #ManchesterUnited
3735,1.0,183.0,2013-06-13T13:52:49Z,#cocacola #перекрёсток #крышки Снова ездили обменять крышечки...а то копятся
3736,0.0,16.0,2013-06-13T13:52:45Z,#partagezavec #cocacola enfin trouvé mon prénom! ça sert à rien mais c'est cool quand même!
3737,7.0,48.0,2013-06-13T13:52:43Z,#me  #music  #mtv #from  #fanny  #follow4follow  #love #name  #nice #san  #smell #cocacola #face #model #israel #boy #girl
3738,0.0,68.0,2013-06-13T13:52:40Z,Patrzcie co wreszcie znalazlam! :D #cocacola #my #name #finally #found #happy #drink
3739,1.0,81.0,2013-06-13T13:46:41Z,#food#düsseldorf#burgerking#cocacola#icetea#yummy
3740,6.0,362.0,2013-06-13T13:46:40Z,przyjaciel! czyli miłe południe z @ajsons #cola #przyjaciel #byly koziolki #f1 #cocacola #poznan #coke  #hm
3741,2.0,57.0,2013-06-13T13:46:39Z,#cocacola #coca-cola #coca #cola #refri #refrigerante #cocaine #coke #cokecola
3742,2.0,57.0,2013-06-13T13:46:39Z,... heute schon an dich gedacht  #cocacola #red #nails #Philipp #Berlin @onetakeonehit 
3743,1.0,319.0,2013-06-13T13:46:38Z,zadnja informatika ;)) #kinder #pingu #cocacola #kinderjoy #food #candy #yummy #delicious
3744,0.0,0.0,2013-06-13T13:44:01Z,
3745,2.0,0.0,2013-06-13T13:44:01Z,Kóláék nagyon promóznak #cocacola #friends #marketing #summer
3746,13.0,0.0,2013-06-13T13:44:01Z,"""Diggin' for Gold in Billy's Jeans"" explained. Check out the breakdown on ClassicJacksonArts.com! #davidjackson #artworks #djack23 #art #oil #acrylic #painting #canvas #golddigger #goldengatebridge #jeans #genes #time #cocacola #cokeboyz #rings #mountains #goldrush #Cali #af1 #explanation #breakdown #neosurrealism  #surrealism #sunset #canvaskiller"
3747,0.0,36.0,2013-06-13T13:44:00Z,#cocacola#brand#innovativo la mia Giulietta
3748,4.0,118.0,2013-06-13T13:44:00Z,бухаем с #cocacola :D #girl #summer #life #beautiful
3749,0.0,265.0,2013-06-13T13:43:59Z,pra que serve as latas coloridas...... Kkkkkkkkk.....#cocacola #copa
3750,3.0,151.0,2013-06-13T13:43:59Z,#cocacola #cherry #love
3751,38.0,1258.0,2013-06-13T13:43:58Z,Боже...1 СЕНТЯБРЯ!!! ВСЕ...в пизду школу!
3752,6.0,251.0,2013-06-13T13:43:58Z,Собрали коллекцию с @arinaryazantseva )) #cocacola #5 #стаканы #сочи #2014
3753,2.0,332.0,2013-06-13T13:43:58Z,#thirsty? #cocacola #work #gotmesweatin #gotthecoke #notthesmile
3754,7.0,547.0,2013-06-13T13:43:57Z,#hotbeefcoldbeer #cocacola #burgers #chipotle #fries #hungry #eat
3755,0.0,4.0,2013-06-13T13:43:57Z,#shareacoke #cocacola #gotmine #margaux #sogood ☺
3756,2.0,154.0,2013-06-13T13:43:56Z,I found it! #cocacola #cola #coke #shareacoke #name #olga
3757,0.0,22.0,2013-06-13T13:43:56Z,#CocaCola#ženska#verzija
3758,4.0,62.0,2013-06-13T13:43:56Z,My coca cola. #cocacola #name #drink #awesome #day
3759,1.0,161.0,2013-06-13T13:43:51Z,#pobres #dividindo #latinha #CocaCola #Drikss #eu #mangolões #haha #foi .
3760,0.0,44.0,2013-06-13T13:43:51Z,"@michaelgclifford  and i are sharing a #cocacola 
hahahah"
3761,2.0,147.0,2013-06-13T13:43:50Z,Esto está muuuy rico! #cocacola #cherry
3762,5.0,109.0,2013-06-13T13:43:49Z,#mmm #cherry #coke #cherrycoke #cocacola #fizzy #chilled #refreshing #pop #soda #yum #yummy #beautiful #fruity #lovely #yesss #yey #what #i #need #best #flavour #instagram #instafollow #iphone #iphoneonly
