"X","Unnamed..0","Unnamed..0.1","instagram_likes","instagram_comments","instagram_followers","country","title","zip","kmeans","X.cocacola","X.coke","X.love","a","X.drink","X.cola","my","i","X.me","X.instagood","the","X.followme","X.summer","X.like","X.red","X.name","X.coca","with","X.instagram","coke","X.follow","X.friends","X.happy","coca","de","X.picoftheday","to","X.share","cola","X.photooftheday","X..","and","X.my","X.food","X.tagsforlikes","me","X.instadaily","X.cool","X.instamood","la","X.fun","X.cute","this","X.girl","in.","X.with","X.like4like","X.swag","is","of","rf"
8233,8233,"8232",7,0,28,"France","Au top! #cycling #cocacola # Paris #race","75014",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28338968086158
8432,8432,"8431",9,0,46,NA,"My love #instagood #gramboss #instakill #cocacola #me #delicius",NA,9,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.80332912572007
2574,2574,"2574",0,0,183,"Egypt","Instead of throwing them away, creative ideas needed for used #cocacola glass bottles",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.50490717201631
7471,7471,"7470",30,2,179,NA,"_Ÿ_µÑ€_µ_ºÑƒÑÅ _´__Ñè: _°-_»Ñè Ñ…__Ñ‚_´____ (_´___µ ÑÅ__ÑÅ_¸ÑÅ_º_¸ ÑÅ _º_µÑ‚Ñ‡Ñƒ_¿____ _¸ _º__Ñ€_µ__ÑÅ_º____ ____Ñ€_º_____º____ __ 
_±_°___µÑ‚_µ) _¸ _´_¸_µÑ‚_¸Ñ‡_µÑÅ_º_°Ñè _º___»_° (___°_´__ _¶_µ ÑÅ_»_µ_´_¸Ñ‚ÑŒ _·_° Ñ„_¸__ÑƒÑ€____!).#_µ_´_°#Ñ…__Ñ‚_´____#ÑÅ__ÑÅ_¸ÑÅ_º_°#_¿_°Ñ€_µ__ÑŒ#_±____Ñ„Ñ€_µ___´#_¿_µÑ€_µ_ºÑƒÑÅ#Ñƒ_¶_¸__#_¿ÑƒÑ‚_µÑˆ_µÑÅÑ‚___¸_µ#_ºÑ€_°ÑÅ____ÑèÑ€ÑÅ_º#_°_±_°_º_°__#ÑÅ_¸_±_¸Ñ€ÑŒ#_±_°Ñ‚____#_º___»_°#_º___º_°_º___»_°#_´_¸_µÑ‚_°#food#hotdog#guy#boyfriend#trip#siberia#russia#cocacola#diet#bread#car#solaris",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8347218348399
5773,5773,"5773",0,0,199,NA,"Yum. #cocacola #coca #inthebottle #dinner #with #picza #coke",NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.78463771834799
4669,4669,"4669",4,0,1308,"Russia","#photo #like #instagram #love #good #beautiful #mimi #follow #me #girl #cool #crazy #children #swag #face #nature #she #live #he #music #nice #now #live #friend #you #birthday #tagsforlikesfslc #home #cocacola",NA,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9.77363002527511
6624,6624,"6623",3,2,184,"Italy","#street #food #panzerotti #baresitÃ  #puglia #benvenutialsud #peroni #foodporn #foodlovers #foodphotography #foodpornphotography #instafood #instagram @mariapaola71","70054",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9630214682091
1211,1211,"1211",1,0,43,NA,"_ê __Ñ‹ _º_____´_° _»_¸_±__ ___¸_´_µ_»_¸ Ñ‚_°_ºÑƒÑ_? #CocaCola #Cherry #Red #followme #follow #beautiful #world #workandtravel2013",NA,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71298780309913
5907,5907,"5907",0,0,142,NA,"boring sa bahay. #cocacola #mani #onepiece",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0973632653652
6339,6339,"6339",1,0,195,NA,"#cocacola #mini #small #lol #cool",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.79168118043736
4115,4115,"4115",4,0,84,NA,"Melisle dizi qeyfiii #cips #cocacola #cornetto #max #love #icecream #eat #food",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.85216797205917
6464,6464,"6464",1,0,68,NA,"#cocacola#il#boss",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65666357163442
8400,8400,"8399",16,0,240,NA,"Agora o trampo fixou sÃ©rio.... Valendo atÃ© #cocaCola vamo que vamo 
#coca #cola #cocaCola #instagram #instagood #instagrinho #instattw #instaface #fui",NA,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60682384963025
2295,2295,"2295",2,0,20,NA,"Hmm.<3 #delicious#yummi#coca#cocacola#vanillia#cocacolavanillia#followme",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67447045194185
4154,4154,"4154",15,2,237,NA,"According to the tv last night me and dad are sharing a coca cola :) #laura#dad#coke#cocacola#bones#advert#shareacoke#yummy#meanddad#laugh#happy#cute#tv#love#hilarious#concidence#myname#igers#igdaily#igaddict#instamood#instalikes#instapic#instagoodmood#likeforalike#likeforalike#doubletap#taptwice",NA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8636285990994
8446,8446,"8445",27,0,140,NA,"#cocacola #heistheone #NagyÅê #limited #limitededition #iloveyou #love #thankyou  #kiss #together #4ever",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06122012229572
8788,8788,"8787",9,0,107,NA,"#insta#eco#love#colors#wiii#chapitas#cocacola",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80625718970471
1055,1055,"1055",0,0,25,NA,"#coke#cocacola#apple#iphone5#appleiphone5#funnycases",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75845667048987
4266,4266,"4266",NA,NA,NA,NA,"U NaÅ¡u redakciju je stigao veoma interesantan paket od #cocacola za @AndrejKulundzic -a.Hvala @tamanica ;) http://t.co/smJYitCnfb",NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
5032,5032,"5032",1,0,36,NA,"#cocacola #love #precious #skarb #sweet #gift #happy",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74934031138043
8118,8118,"8117",4,0,16,NA,"#mia #cocacola #marco",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995191902072885
1245,1245,"1245",0,0,129,NA,"De segunda Ã  sexta. #churros #kidoguinho #cocacola #dolly #bolodapadaria #economia #valecoxinha #croquete #habibs #carboidrato #dieta #evento #amor",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51607341560648
8878,8878,"8877",7,0,88,NA,"Dely dely mi pink cherry  #cool #cocacola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.45936782788288
8498,8498,"8497",5,3,222,NA,"Share a coke with me ï˜„ Finally found my name! #CocaCola #coke #share #Stephanie #instagram",NA,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.71369564746848
739,739,"739",9,1,395,NA,"Here's another one that I simply couldn't take my hands off.",NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5588231749867
4615,4615,"4615",12,0,294,NA,"#_´_µ__ÑƒÑˆ_µ_º #_·_µ_»_µ__Ñ‹__ #_ºÑ€_°ÑÅ__Ñ‹__ #_____»__ÑÅÑ‹ #_¿Ñ€_¸Ñ€___´Ñ‹ #_¿_°Ñ€_º #_º___»_° #_¶_µ__Ñ‰_¸___° #___±___¸__ÑÅ_º #Ñ€__ÑÅÑÅ_¸Ñè #girls #igersrussia #iphoneonly #accessories #russia #green #turkish #cocacola #cool #photooftheday",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.35892445033611
3501,3501,"3501",128,9,1437,NA,"Hi!",NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.003710581809
8127,8127,"8126",4,0,234,"Italy","Do you want a coke? But not simple cola is a #MottCola
#MottEverywhere #MottEasy #CocaCola #TheCocaColaCompany","187",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.03550121183849
4010,4010,"4010",4,1,239,"Croatia","Napokon i moje ime :)))","10000",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1019984225953
7499,7499,"7498",2,2,27,NA,"#folga #socome #besteira #chocolate #cocacola #kitkat #omelhor.",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32584647661855
6616,6616,"6615",2,1,100,"France","#cocacola #personnalisÃ©","75004",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05356352093667
7274,7274,"7273",2,0,33,"Italy","#cocacola#condividi#con#chi#vuoi#ï‘ç","24125",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76009231149764
3480,3480,"3480",4,0,176,NA,"Dear good if you have the rest is detail #godyoulove #ferrari #maclaren #redbull #nike #glost #lost #confederationscup #cocacola #brazilianday #puma #corinthians #timÃ£o #feshionluck #turmadamonica #picapau #dragonbollz #naruto # homemaranha #hulk #bobesponja #car",NA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.78999234145417
6143,6143,"6143",0,0,184,"United States","#fillchillthrill #cocacola","33004",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4554115824126
35,35,"35",2,0,464,"United States","Oh you know just a little break lol #IceCremeTruck #Yummm #Yummy #HotCheetos #HotCheetosWithCheese #Nachos #JalapeÃ±os #Cheese #Cheesy #Coke #CocaCola #FatGirlProblem #Dessert I miss the ice CrÃ¨me truck .. Now I finally have one on my block yey about time lol","90019",10,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38902592814599
7467,7467,"7466",12,0,36,NA,"#cocacola#amore#love#amour#amor#Î‘Î_Î¬Ï€Î·#æ„›#liebe#lÃ¡ska#rakastaa#liefnebben#Ø§Ù„Ø_Ø¨",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76824563834388
65,65,"65",0,0,105,NA,"Oh yeah I finally found one :-) #myname #cocacola #bottle #niamh",NA,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17823831971785
1861,1861,"1861",0,0,105,NA,"#study#evening#instatruÃ±o#instashit#instamerdiÃ±a#cocacola#apuntes#instapostureo",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7197227814289
8124,8124,"8123",11,4,89,"Switzerland","Supermen #cocacola","1206",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3142047903936
5482,5482,"5482",9,0,491,NA,"#cocacola #oldies âù_âù_âù_",NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20877225137625
3400,3400,"3400",1,0,91,NA,"#carrien #pÃ_ivÃ_kirjat #i #love #this #saries #chill #cocacola #boring",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18460167703064
3904,3904,"3904",2,0,0,NA,"#Teil #dein #CocaCola #mit #dem #schÃ¶nsten #Mann #und #deinem #Bruder #hahah #lol #Mirelle #Paark #huhuu #fun #okk",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.55528487711771
335,335,"335",4,0,749,NA,"#cherry #coke #cocacola #drink #followback #instagramhub #iphonesia #follow4follow",NA,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11943435874334
8719,8719,"8718",12,0,13,NA,"#camel#bmw#spurs#bulls#wildcat#winter#fusbal#cocacola#adiddas#hulk#mickeymouse##bmw#smurfs#peterpan#lacoste",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70476015847057
3866,3866,"3866",1,0,11,NA,"Tanks favorite toy
#snow#snowy#coke#bottle#litterbottle#empty#cocacola#bulldog#englishbulldog#tank#tankers#followme#followtank#pleasefollow#needfollpwers",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55695550741377
8575,8575,"8574",7,0,95,NA,"#Cocacola #Vainilla #coke #eeuu #postureo #verano #tagsdemierda #comedme #el #ojal #coÃ±oya #willyrex",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29167077163342
7948,7948,"7947",24,2,129,NA,"#cocacola #soda #effect #ÙƒÙˆÙ„Ø§ #ØªØµÙˆÙ_Ø± #ØªØµÙˆÙ_Ø±Ù_ #Ø§Ù†Ø_ØªÙ‚Ø±Ø§Ù… #Ø§Ù„Ù†Ø§Ø__Ø§Ù„Ø±Ù_Ø_Ù‡ #Ù…Ù†_Ø§Ù„Ø§Ø±Ø´Ù_ÙÅ #iphone5 #instagram #instagramer #ÙÅÙˆØªÙˆ #photo #drink ïçºïŒœ",NA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0035765609262
5729,5729,"5729",0,0,226,NA,"Finalizando a noite! ï˜‹ #pipoca #cocacola #ketchup #delicia",NA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09165697064103
8692,8692,"8691",11,0,179,"Italy","#pizza #three #cocacola #coke #cousin #love #like #likeforlike #loveit #instalove #instalike #instame #instamemories #memories #instaeffect","72100",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33536755720393
5539,5539,"5539",0,0,58,NA,"#chop #cocacola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41293661474542
2984,2984,"2984",0,0,96,NA,"Estos entrenes si que molen! @taengua11 #cocacola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57960786990514
3103,3103,"3103",20,1,92,NA,"dit kan niet.",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89283269965687
3565,3565,"3565",8,0,373,NA,"#InstaSize#tweetgram#instahub#iphonesia#iphoneonly#iphone5#tbt#tagsforlikes#cocacola#likeforlike#photooftheday#picoftheday#l4l#instamood#instaphoto#instago#insagood#igers#instagramers",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8020880819373
7020,7020,"7019",29,0,301,"France","Coca-Sneakers Baby âœŒ 
#Coca #CocaCola #Coke #Vanilla #Vanille #Drink #Refresh #Love #Bottle #Sneakers #Summer #Way #Soon #Ellesse #Asian #Cambodian #Khmer #AZN #Girl #LikeForLike #Follow #fff #Instagram #Instasian #Instagramhub #Instaweb #Instalove #Instaparis #Paris","75013",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.5997279965245
348,348,"348",1,0,117,NA,"#bored#home#CocaCola#calo#BlackandWhite",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66652003887347
6697,6697,"6696",0,0,44,NA,"#cocacola#zero#pravÃ¡chuÅ¥:D#nudaaaaa",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60787298023723
6057,6057,"6057",2,0,194,"United States","#what#i#found#yesterday#it#made#me#laugh#ice#cold#inside#thinking#about#if#ice#hot#exists#back#from#running#awkward#and#interesting#still#cocacola#is#deliciousï™_ï’_âù„â_¡ï”¥ï‘Ÿï˜‚","95354",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14608893494521
1531,1531,"1531",1,0,15,NA,"Always #cocacola #freetime #amigos #buenacompaÃ±ia",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966695444266204
2334,2334,"2334",5,0,167,NA,"#me #merienda #twix #cocacola #light #like #instalike #instarelax #instagocha #instasummer #instarico #instafood",NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91272209510395
4599,4599,"4599",0,0,36,NA,"#nam#cocacola#vanilla#and#pepsi#nÃ_itÃ_#muutama#lava#ï’– @roosiiz_ @iidsgu",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76824563834388
6039,6039,"6039",0,0,9,"Costa Rica","#gorra #cocacola #cocacolafm",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998994235783227
8785,8785,"8784",10,0,99,NA,"Od adusky :D #cocacola#adela#red#drink#bottle",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71582692486559
6788,6788,"6787",4,0,34,NA,"#hair #punk #crazy #hairstyle #cocacola #funny",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1985219095398
5062,5062,"5062",0,0,48,NA,"#cocacola #papÃ  #rossa #bianca",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.920938328803509
7592,7592,"7591",2,0,37,"Slovenia","#cocacola #canadianclub","1000",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09613687393043
1692,1692,"1692",6,1,409,"Italy","My coke âù_","40026",10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4156276824841
2423,2423,"2423",4,0,192,NA,"#watch #tv #eskatv #florida #whistle #music #casio #gshock #iluminati #swag #sunbites #cocacola #Marta #I #MISS #instapic #instagood #goodday",NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.83200969048912
7397,7397,"7396",2,0,59,NA,"Yo te amo #cocacola pero tu me haces daÃ±o :/",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25049720607656
6191,6191,"6191",6,0,418,NA,"presente que ganhei de dia dos namorados *_* ouwnt ^.^ #DeEuMesmo #SQÃ‘ #coke #cocacola #shoes #tÃªnis #lindo #me #Brazil #like #like4like #followme  #follow #amazing",NA,10,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.93270726477572
2148,2148,"2148",0,0,87,NA,"This is cool! ï˜‚ #Tall #Soda #CocaCola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.9506352439991
383,383,"383",4,1,636,"Italy","Party rock is outside the house tooonight ï_¶","7100",10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.8515636710052
