"X","Unnamed..0","Unnamed..0.1","instagram_likes","instagram_comments","instagram_followers","country","title","zip","kmeans","X.cocacola","X.coke","X.love","a","X.drink","X.cola","my","i","X.me","X.instagood","the","X.followme","X.summer","X.like","X.red","X.name","X.coca","with","X.instagram","coke","X.follow","X.friends","X.happy","coca","de","X.picoftheday","to","X.share","cola","X.photooftheday","X..","and","X.my","X.food","X.tagsforlikes","me","X.instadaily","X.cool","X.instamood","la","X.fun","X.cute","this","X.girl","in.","X.with","X.like4like","X.swag","is","of","rf"
5452,5452,"5452",0,1,205,NA,"Coca-Cola consiglia ;) @issoroivalf",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9691836880743
802,802,"802",0,0,497,"Italy","#cocacola #iltop #alessandrocelli","195",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01118114084217
2701,2701,"2701",0,0,82,NA,"#cocacola #korea #cuba #gandhi #hitler",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53391207686956
1625,1625,"1625",0,0,18,NA,"#cocacola #coke #Boyfriend",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968061437971833
6554,6554,"6553",25,2,440,NA,"ï_‚Instagram and weheartit ruined my freaking life. and then life decides to throw one direction my way like oh this should be fun. thanks a lot
â€¢
Tags: #follow #followme #instagood #tagsforlikes #tflers #sfs #shoutout #s4s #weheartit #bestofweheartit #instagrammers #hipster #hipsterista #hipstergirl #hipstaplease #tumblr #tumblrpic #tumblrpost #tumblrgirl #coke #cocacola #onedirection #liferuiners #summer #summer2013 #hipsterpic #hipsterpost #nolife #life ï_‚",NA,10,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.2013868131868
776,776,"776",6,0,251,NA,"MY DREAM :') #aisling #coke #red #black #cola #coca #cocacola #share #a #coke #with #aisling #ireland #name :')",NA,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.632962526689
6128,6128,"6128",0,0,1232,"United States","My superstar ï_“ï_“ #cocacola #graduation2013 #lemon #goldeverything #redlipstick #crowded #brickell @fiorella_gave @msmela2137","33140",7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9632182441342
6174,6174,"6174",6,0,476,NA,"I went shopping! âù_ï˜˜ï˜çï˜ç #shopping #clothes #grandma #perfect #love #loveher #shoes #converse #shorts #hat #lovely #like #follow #hashtag #iminlove #phonecase #headphones #cocacola #ohkay #thisisperfect #shoppingdoneright",NA,10,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98875188870331
7914,7914,"7913",1,0,131,NA,"Yay#myname#cocacola",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07540192277718
5588,5588,"5588",0,0,50,NA,"Sundhed pÃ¥ hÃ¸j plan! ï‘ç
#good #morning #peps #CocaCola #mmh #love #life #thursday",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72899354396661
2006,2006,"2006",1,0,87,NA,"#Thai #CocaCola #drink #red #Thailand",NA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58447760765519
8245,8245,"8244",2,0,26,NA,"#cocacola#calor#culiacanardiendo",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75633252796573
720,720,"720",0,0,180,NA,"Walk into my house to my maw showing me this #cocacola #share #banter",NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.15564527202976
5191,5191,"5191",1,0,213,NA,"Io: l'artista incompresa! #condividiunacocacola #me #instaday #instadaily #instamood #cute #tbt #igers #picoftheday #photoftheday #bestofday #bestoftheday #followme #swag #jeans #10likes #TagsForLikes #iohonesia #iphoneonly #cocacola",NA,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,8.62942024758867
3329,3329,"3329",1,0,622,NA,"Aww isi #coke #cocacola #vanilla #vanillacoke",NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25457024971201
2912,2912,"2912",0,0,9,"Costa Rica","Rock this party! Dance everybody! #CocaColaFM #CocaCola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.812314008442819
4493,4493,"4493",1,0,89,NA,"Eeeeep coming soon #6june#marcjacobs#cocacola",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49839209053068
8358,8358,"8357",9,3,102,"Czech Republic","#ice#coffee#ice#cream#marlboro#audi#htc #cocacola#uh","686 01",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11022662712119
588,588,"588",372,2,1616,NA,NA,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.509027973643
4836,4836,"4836",1,0,47,NA,"Pasando la trde cm mi amiga en monteluna #lasvegas #cocacola #miller #hotdogs",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.01249262927739
8052,8052,"8051",14,2,294,NA,"#love#coke#cocacola#cocacolaconpany#georgia#pool#beach#roadtrip#yay",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.207600352121
7720,7720,"7719",8,0,168,NA,"I found one! #coke #cocacola #amy",NA,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60397649830254
5823,5823,"5823",2,0,50,NA,"Dat Coke. #cocacola #tour #coke #huge #bottles #headquarters #atlanta #ga",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24765810127652
8991,8991,"8990",8,0,164,"Italy","My Cola #cocacola #coke #silvia #drink #ig #it #igers #italy #italia #instapic #instacool #instagram #instagramers","50121",1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75585883006895
8161,8161,"8160",20,3,555,NA,"#ilaria #cocacola #coke #drink #hilary #ila #bottle #specialcoke #igersmania #igersitalia #igerstorino #instapics #instalovers #iglovers #scatti_italiani #fotoitaliane #fotodelgiorno #edited #edition #editoftheday #bestoftoday #photooftoday",NA,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1241966672982
3080,3080,"3080",1,0,11,NA,"#friends #sÅ‚oneczko #sun #cocacola #miss #you #freedom #@mementomoriii @izabela_momockaxx",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21371057905428
698,698,"698",3,0,654,"Brazil","ï˜çï˜çï˜çï˜çï˜çï˜çï˜çï˜ç #mercadÃ£o#mercadomunicipal#mercadomunicipalsp#SP#delicia#mortadela#sanduÃ_chedemortadela#cocacola#job#working#instafood#instafat#instalove#ilovesp","01025-020",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2615719378499
6428,6428,"6428",3,1,39,NA,"â™¥ #love #presente #cocacola #amo â™¥â™¥",NA,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50220911647644
2102,2102,"2102",0,0,2,"Mexico","#aulamovil #g3fabricacion #diseno #fabricacion #instalacion #cocacola #mexico #unico #rotulo","64718",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804917022530337
2221,2221,"2221",3,0,503,NA,"#cocacola",NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16596362075738
5942,5942,"5942",0,0,279,NA,"Coke is seriously my addiction! #coke #addicted #cocacola #softdrink #yum #love #cold #lunch #break #yay",NA,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.37087713835865
4272,4272,"4272",1,0,0,NA,"#cocacola#mistrz#szkola#gimbaza#dobry#smak#religia#nudy",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47844818156672
4824,4824,"4824",11,0,392,NA,"Hihi @emmajonsdotter @johannajonsdotter ï’•tÃ_nker pÃ¥ er ï_€
#kussin#cocacola#zero#love#swedishgirl#like4like#lovelife#yolo#swag#ï’•ï’•ï’•",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2582854872608
4690,4690,"4690",2,0,80,NA,"#Share#a#CocaCola#with#Nicole",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46567479956289
8843,8843,"8842",899,54,13982,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829.582780714729
4437,4437,"4437",5,1,364,"Italy","âù_âù_âù_","20129",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2908061453562
8141,8141,"8140",54,3,74,NA,"#la #like#nice @asfour12 #cocacola #bmx #vans #veiw#animals#cats#camera#nikon#fun #funny #followme #followshoutoutlikecomment #shoutout #s4s #writing#happy #tagforphotos #photography #photooftheday #bff#friends #love",NA,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9644666691964
8754,8754,"8753",15,2,938,"Italy","Ahhhhhhhh la felicitÃ Ã Ã Ã  ï_¶ï_µï__","9123",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.779261141605
5910,5910,"5910",8,0,362,"China","#cocacola #coke #earlybird #china #beijing #norwegiangirl #goodtimes #instagood #instalike #ig #gmy #tbt #fitspo #life #happy #blonde #la #jj #i",NA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57393463413996
3598,3598,"3598",1,0,140,NA,"#cocacola #sÅ‚oneczko #car #sunshine #hot #sunny #day #instaphoto #poland",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95675367268021
596,596,"596",3,0,85,NA,"Supper at work. #work #working #missvickies #chips #coke #cocacola #pop #yumm #yummy #saltandvinigar #limeandblackpepper #sogood #sohealthy #youknowme #alwaysahealthyeater",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9938552793071
3371,3371,"3371",1,0,200,NA,"ï˜‹ï_€ #thebest #cocacola #coke #ice #can #zurich #summer #pummzÃ_gg #moredrinkpornlesstrinkhornï˜_",NA,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24063819496617
4349,4349,"4349",3,0,434,NA,"Crede che cosÃ¬ io non gliela berrÃ_...ah ah ah ï˜ˆ #instamamme #igerspadova #instapadova #gallinepadovane #gallinepadovaneblog #padova #padovablog #cocacola @cocacola",NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04368544627519
7618,7618,"7617",3,0,113,"Norway","Iskald brus med isbit og sitron... Sommern e her!<3 #icecubes #lemon #cocacola #sugerrush","7600",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6821649796337
8945,8945,"8944",7,0,1,NA,"Cocacola's truck!! #cocacola #like #fantastic #refescating #drink #interensting #likes #love #it #follow #summer #june #cool #igers #tagsforlikes #instalikes #instafun #red #white",NA,9,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.89542872748167
5944,5944,"5944",2,0,1915,NA,"#cocacola #coca #cola #mexico #df #distritofederal #lluvia #nice #:)",NA,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9181914157865
8805,8805,"8804",5,2,40,NA,"#cocacola",NA,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72780076461867
1968,1968,"1968",0,0,47,NA,"Had to get a pic for ma bestie! #cocacola #meanttobe",NA,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96784948452963
6154,6154,"6154",0,0,144,"Brazil","""Em meia tanta manifestaÃ§Ã£o em sÃ£o Paulo City eu aqui concentrada na copa "" 
#Copa.  #CopadasconfederaÃ§Ãµes.  #sÃ£opaulo.  #cidadesp.  #SÃ£oPaulo. 
#manifestaÃ§Ã£o.  #bilheteÃºnico.  #transportepÃºblico.  #Ã´nibus. #Brasil.  #paÃ_sBrasil. #pessoas.  #mudar.  #mundo.  #cocacola.","02725-050",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86422529266976
6671,6671,"6670",8,0,273,"Venezuela","#cocacola #refresco #fotografia #comercial #franklinvalero @franklinvalero",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69570284350252
8873,8873,"8872",3,0,96,NA,"Finally found it! #coke #shareacoke #cocacola #friends #scott #abouttime",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31028917251427
8888,8888,"8887",12,0,383,NA,"#not #being #greedy #shh #happy #girl #coke #cocacola #galxay #cookie #crumble #l4l #f4f #instalike #instagram #instahappy #instaweb #follow #comment #like #sharethelove #doubletap",NA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.7022672658785
310,310,"310",0,0,496,NA,"Father's Day present project complete â˜ºï˜ç #CocaCola #coke #coaster",NA,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62411427042833
1893,1893,"1893",1,0,220,"Canada","#cocacola in a #bottle always tastes different !!","L8E 5H8",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.87551520412801
1364,1364,"1364",4,0,172,NA,"My love! ïç» Cheers!! #favourites #cocacola #soda #bestdrinkever #instafood",NA,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02442790634197
7400,7400,"7399",3,1,54,NA,"Quanti sacrifici per una sola bottiglia. #cocacola #drink #bestfriend #best #friend #lovely #park #green #giulia",NA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4389878238082
476,476,"476",7,0,9184,NA,"#conspiracy#corruption#propaganda#picoftheday#bestoftheday#america#anonymous#freedom#follow#life#peace#revolution#so#sheep#money#obama#killuminati#truth#truestory#freedomfighter#wakeup#threepercenter#infowars#s4s#brainwashed#pepsi#cocacola#monsanto#gmo",NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.544056238298
3173,3173,"3173",1,0,251,NA,"#cocacola #snack #mmm #food #good #drink #summer",NA,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97214765596636
4011,4011,"4011",0,0,230,NA,"Dime si ves algo extraÃ±o ?? #funny#like#followme#instahub#cocacola#fly#flow#swag#sky",NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68875413494762
3917,3917,"3917",2,0,96,NA,"_ŸÑ€_¸___»_°ÑÅ_¸_»_¸ ___° _´.Ñ€#happy#nice#pretty#summer#sun#glasses#red#roses#CocaCola#good#day#radio#happybirthday#present",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59907787653571
1845,1845,"1845",2,0,63,NA,"I was just drinking my soda when I saw a message in the bottle... Coca-Cola is trying to tell me they are cat people.. i think? I like that we can be best friends now because you like cats and so do I. Lets start a friendship? #cocacola#cats#catpeople#soda#wtf#ahhhhh#twokittens#cola#ican'teven#happy",NA,9,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22.7548292813219
1197,1197,"1197",4,0,231,NA,"Iesildam JÄÅnÄ«Å¡us ï˜_ #CocaCola #drink #legs #jÄÅÅ†i #instapic #instafood #instagram",NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07544027992641
5275,5275,"5275",0,0,69,"Denmark","Mia x3!! ï˜Å De mÃ¥ vÃ_re svÃ_re at sÃ_lge, fordi jeg har sÃ¥dan et unikt navn ï˜‰ #cocacola","9370",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41894135441882
1494,1494,"1494",3,0,143,NA,"#Cocacola #coke #black #red #me&honey #topic #drink #drinks #slurp #epic #TagsForLikes #yum #yummy #thirst #thirsty #instagood  #drinkup#can #photooftheday #pleasefollow #pleaselike #picture #pic #pics #photo",NA,9,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91627270011927
4250,4250,"4250",0,0,190,"Netherlands","Ik heb een cola blikje met 'papa' erop gewonnen, wauw zo blij ï˜Åï_‰ï_ˆï_‰ï_ˆï˜Å #cocacola","3645",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96518371192594
6619,6619,"6618",1,0,55,"United States","#AtlantaBraves #CocaCola #PlayBall #Thirsty","38583",9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39292237351058
1499,1499,"1499",0,0,45,NA,"#coke #cocacola #car #friends # share #thursday #happy",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20621832208727
6025,6025,"6025",3,0,62,NA,"Santos sempre Santos #cocacola#pizza#chupaatletico#### sÃ_# pra todo lado kkk",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57988752048374
2237,2237,"2237",1,0,96,NA,"I got this for breakfast#breakfas#at#the#casuela#restaurant#mmmmm#posole#mom#sunglasses#and#lets#not#forget#about#cocacola:))^~^",NA,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.80126903364161
7256,7256,"7255",6,1,118,NA,"Hey baby!! ï˜‰ #cocacola #coke #cute #fun #eyes #lips #sexy",NA,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7.76701059980778
7537,7537,"7536",5,0,253,NA,"#onedirection #thewanted #cocacola #pepsi",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84954764975938
1332,1332,"1332",0,0,56,NA,"Mac! #mcflurry#mcchiken#mcsandy#mccuntry#cocacola#waffle#icrcream#",NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68613629164103
1623,1623,"1623",0,0,232,NA,"Chi sorride! :) #cocacola #smile #yeee",NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23945904887372
6931,6931,"6930",61,1,674,NA,"@rudaaswag #cocacola#sister#belieber#love#you#so#much",NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4429268145332
