,instagram_likes,instagram_comments,instagram_followers,country,title,zip
2789,0,0,78,,#CocaCola #Sempre #Presente *----* s2,
2790,0,0,81,,"So, what made your day today? #coke #cocacola #vanillacoke #nostalgia #delish #childhood #boom",
2791,6,1,1541,Saudi Arabia,Ù…Ùˆ ÙƒÙˆÙ_Ø_ ØªØ·Ù_Ø_ Ø£Ù‡Ù„Ùƒ Ø¨Ø_Ø¨ Ø§Ù„ÙƒÙˆÙ„Ø§ .. Ù„Ø£Ù† Ø§Ù„Ù†Ø¸Ø§Ù… Ø¨Ù_ØµÙ_Ø± Ù_Ø§ØªÙ„Ø_Ù‚ Ù_Ø§ Ù…Ø§ØªÙ„Ø_Ù‚ ï˜ùâ™¥âœ¨ #CocaCola,
2792,0,0,136,FYRO Macedonia,#cocacola,
2793,9,0,201,,Omg I just got my permit!!! :) #permit #happy #excited #lovely #pretty #cute #love #adorable #cole #cocacola #jealous #print #cheetah #like #likeforlike #likethis #instacool #instagram #followme #books_and_colors,
2794,27,1,329,,ï‘„ï‘„ï‘„,
2795,1,0,55,,Got given this by my sister! Thought I would never find my name! #coke #cocacola #shareacokewith #Nathan,
2796,0,0,161,Czech Republic,#cocacola #Å_aneta :DDD #name,436 01
2797,6,1,215,,Dig og mig â™¡ #share #a #Coke #with #you #and #me ! #if #you #was here #I #would #share #it #with #you #bestfriend #bestie @idadolmer â™¥,
2798,37,1,575,,Gang ï˜‚ï‘ç,
2799,0,0,153,,Fent temps #book #coke #cocacola #afternoon #picoftheday #instapic #instagram #desdeelotroladodelescaparate #tonisegarra,
2800,6,1,269,Italy,@instag_app @instagramers_shout @instajea @spongebobmememes @nickiminajwhip @_getmorefans_d36262 @guide4f0ll0wers083 #love #me #cute #instagood #photoofday #beautiful #girl #tbt #follow #instadaily #igers #happy #picofday #followme #like #tagsforlikes #instamood  #l4l #statigram #nice #selfie #all_shots #throwbackthursday #instacollage #smile #bestofday #christmas #fashion #cocacola,84091
2801,29,0,1742,,#Me#Horror#Mattina#Senza#Trucco#Wow#Faccia#Da#Gne#Gne#Italy#CocaCola#Pizza,
2802,8,1,842,,Baby Bulldog âù_,
2803,2,0,207,United Kingdom,Couldn't find my name so I had my cars instead! #kevin #kia #coke #cocacola #car #blue,NG12 5
2804,3,1,286,Switzerland,@zueri_lover,8806
2805,2,0,327,United Kingdom,Cafe Rouge :) #lunch #friends #salisbury #dayoff #ig #instagram #instadaily #food #cafe #restaurant #lush #steak #chips #drink #coke #cocacola #yum #tasty #cusine,SP1 1
2806,6,0,364,Italy,Francesca ï˜ç...la Top...nella stessa confezione...#cocacolamifuoisfottere?!?ï˜_ï˜ù #cocacola#francesca#cocacolazero#TagsforLikes#all_shot#jj#swag#like4like#gf_italia#instamood#instahub#instanapoli#instaitalia#popular#popularpage#picoftheday#epic#igers#igersinstagram#follow#followme#follow4follow#latop#20like#instadaily,80126
2807,0,0,79,,Con mi @AlbaFontenla1 #farggi #coffee #cocacola #gofre #rico,
2808,13,0,370,,#princess #me #hihihi #cocacola,
2809,0,0,207,Russia,_ _____°Ñˆ_º_° __ÑÅÑ‚_°_» __ __Ñ‡_µÑ€_µ_´ÑŒ _·_° ÑÅÑ‚_°_º_°___°___¸ï˜‚ï˜‚ï˜‚ #_»_µ__Ñ‚_°#_°_ºÑ†_¸Ñè#ÑÅÑ‚_°_º_°__Ñ‹#cocacola,194356
2810,5,0,324,,<3 @solveigeide #meg#deg#cocacola#break#summer#lovethisgirl,
2811,0,0,53,,mit den boys @neversayneverandbelieve_ @nikt_0 #hehe :p #foodporn #yummy #so #lecker #sauce #cocacola #zero #hungry #hundertmillion #hashtags,
2812,0,1,161,,"Jaaa, endlich! ï˜çï˜‹",
2813,0,0,19,,#cocacola#macka#,
2814,0,0,205,,Hihi #share #cocacola #fineste @Oelseth #kjÃ_reste @kristineet93,
2815,0,0,225,,FINALLY! #ShareACoke #CocaCola #Finally #Ive #Got #My #Name #On #One #AppleGreen #Arklow #Mary #Fizzy #Yay #So #Proud #Lol,
2816,1,0,8,United States,#cocacola#love#red#bottle#glass#shiny,53147
2817,0,0,62,,#waiting #cocacola #fag,
2818,7,1,183,,3 Litros de Alegria <3,
2819,1,0,21,,"ã€Œåè¯åè£åè¯æ¨‚ã€çç_»ç’ƒæù¯ï_ˆ2013ç‰ˆï_‰ / ""Coca-Cola"" Crown Glass (2013 Edition)  #é_™æ¸¯ #åè¯åè£åè¯æ¨‚ #åè¯æ¨‚ #éº¥ç•¶å‹_ #ç_»ç’ƒæù¯ #HongKong #hk #CocaCola #Coke #Cola #McDonalds #glass",
2820,6,0,184,,#summer#is#here#yes#hollister#cocacola#me#bored#hot#weather#finally#hi @chloe_thomsen âù_âù_ #l4l#l4l,
2821,6,0,296,,Got a coke bought for me today #coke #cocacola #coca #cola #my #name #present #drink #love #cute #pretty #bottle #hand #picoftheday #instagood #instadaily #l4l #likeforlike #f4f #followforfollowback #followforfollow #followme,
2822,0,0,222,,I will always love you âù_ï_µ #cocacola#taste#summer#Sintija#love#drink#,
2823,3,0,2478,Italy,MY Coke please! #coca#cocacola#cola#vittoria#vitti#vitti871#torino#ita#italy#italia#nome#name#beanda#food#friends,10137
2824,0,0,181,,"#me #yo #io #ibi #ibiza 
#espana #isla
#cocacola #number #1 #nero #rosso #cr7 #calendario #cocacolazero #buona",
2825,0,0,276,United Kingdom,#edgy #eastlondon #cocacola,E2 7
2826,1,0,358,,#coke #cocacola #yum,
2827,7,1,724,,#cute #belgium #crazy #hot #followme #pretty #ugly #beautiful #days #yourself #like #Cocacola #oxo,
2828,30,1,266,,With my babeï˜˜âù_ @rashidoali,
2829,8,0,222,,#instacollage#julia#coca#cocacola#company#followback#likeback#pic#likeforlike#followforfollow#instafun#iger#skinny#hair#smile#tagsforlikes#tagsgramer#instagram#photooftheday#likeback#like#tag#followme#likeme,
2830,6,0,594,,#coca #cocacola #coke #red #delicious #yummy #drinkme #midday #like4like #likeforlike #peace #likeme #likess #fff #followforfollow #follow4follow #followme,
2831,3,0,35,,#the #best #cocacola #Ana #almost #summer #learning #history #sunny #day #instadrink,
2832,1,0,442,,#cocacola #name #love #life #like #mylove #mylife #myworld #happy #dream @theserbdream_ â™¥ love you â™¥,
2833,0,0,229,Norway,Sommerkos! #cocacola #shareacoke #MeriJaan,8050
2834,6,0,459,,#nice #cocacola  #sign #baby #comersial #life #girl #jj #lady #oldschool #swag #epic #world #tfl #instamood #art #ink #music,
2835,12,0,370,,#cocacola #coke #love #l4l #lol #nice #job #cute #cool #happy #statigram #style #good #instalike #like #instagram #Instagood #instamood #instadaily #instacollage #throwbackthursday #Ã©nÃ_is #osss #toiss #SejamcheiosdoEspÃ_ritoSanto #me,
2836,0,0,7,,"my birthday yearâ˜†
#coke #cocacola #birthday",
2837,0,0,135,United States,#mykids#charlie#lucy#peanutsgang#love#iwearorangefordarian#cocacola#pinknails#mybabies,92154
2838,0,0,100,,Best o da best #coke #cocacola #doughnuts #chocolate,
2839,14,1,0,,#me #girl #cute #beautiful #princess #pretty,
2840,1,0,343,,Ice cold coca cola from a bottle in the Am #BOMBaf#Cocacola#glassbottle#mmmmm,
2841,2,1,1,,Egy mosoly sok mindent megvÃ¡ltoztat. ;),
2842,0,0,155,,"ok, Ã¨ la migliore. #cocacola#happy#red#instabo#instachat#happines",
2843,0,0,161,,this is so good #good #day #cocacola #vanilla #yeaaahboi,
2844,0,0,79,,"So they don't do Cokes with my name on, so I made my own #coke #share #made #my #own #cocacola #drink #student",
2845,6,0,193,,Mommy is the bestâù_ #cocacola #schatz #drink #garden #summer #follow #followher #followforfollow #instafollow #igers #instabest #instafood #instagood #instadaily #instastyle #instahealth #instaluxury #instafashion #fashion #fashionista #luxury #s4s #sfs #shoutout #tags4likes,
2846,7,0,122,,#swag #dog #me #dreams #cocacola #dalmatien #love #lovemydog #switzerland #myhouse,
2847,3,0,94,,#smothie #mmh #erfrischung #in #cocacola #glÃ_ssern,
2848,2,0,177,France,#coca #cola #cocacola #like4like #paris #asterix #obelix #picturagram #webpicture #instagood #instamood #instanews #instawood,60128
2849,3,0,87,Poland,#sesja#buam#tiger#energy#drink#cocacola#zero pozdrawiam studentow#hsz,61-816
2850,13,1,353,,Ø¨Ø±Ø±Ø±Ø±Ø¯ Ø_ Ø£Ù„Ø¨Ø¨Ø¨Ùƒ âù_.âù_,
2851,59,0,368,Brazil,Hungria bens materiais #mormaii#quicksilver#billabong#docdog#gang#vondutch#oakley#mizuno#MCD#reebok#onbongo#nicoboco#nike#dolce#gabanna#puma#diesel#RipCurl#redley#lost#collcci#volcom#cyclone#adidas#RayBan#umbro#cocacola#stanley#Sony#Nikeshox,13412-000
2852,0,0,79,,Beidzot ari es atradu savejo. #me #blond #cocacola,
2853,3,0,785,France,Hey coucou toi ! Depuis le temps que je te cherche ... #cocacola #name #me #stephanie #indtagood #photooftheday #love,3700
2854,0,0,225,,Subway!!#shipping#lunch#subway#cocacola#humm,
2855,1,0,319,Hungary,Nekem is vaaaaan ï˜€ vegreï˜› #cocacola,1146
2856,2,1,120,Latvia,PÄ“c tÄÅda izlaiduma glÄÅbj tikai kurpes nost un auksta cola.,1084
2857,2,0,454,,#best #cocacola #onlyinthestates #vanilla #rad #gnarly #instagood #yum #yummy #refreshing #l4l #f4f #likeforlike #followforfollow #followme #ig #igers #instaboy #urmom #yoloswag #hashtagyoloswag,
2858,1,0,117,,#My#Name#On#CocaCola#Bottle#Coca#Cola#Ftw#Marija#MiniCola#MiniCocaCola#Mini#Jana#HelloKitty#HelloKittyJana#Hello#Kitty#Fridge#Konzum#WithFrien#With#Friend#White#Chill#NoSchool#Free#Out#Holidays,
2859,0,0,211,Norway,#prinsessa #norway #cocacola,3017
2860,5,1,215,Russia,â˜º,
2861,0,0,0,,#CocaCola#name#cold#drink,
2862,0,0,107,Italy,#cocacola,62012
2863,1,0,69,Brazil,Sede! #cocacola #vintage,23970-000
2864,2,0,139,,ï˜çCoca cola #insta #instagood #instagram #love #lovely #sweet #picture #picoftheday #cocacola #iphonesia #iphoneonly #followers #followme #drink #break #free #good #gnam,
2865,0,0,2,,#cocacola ...with me..lol,
2866,2,0,116,Croatia,âù_ #whitagram #cocacola #coke #soda #personalised #can #cool #friends #share  #renata #nikolina #drink #hot #weather #zagreb #croatia,10000
2867,0,0,227,,#grilledcheese and a #cocacola for breakfast at noon? Don't mind if I do.,
2868,1,0,60,,_¿Ñ€_______´_¸__ _»_µÑ‚__ ÑÅ _º___»____ :) #summer #cola #cocacola #summertime #free #good #time #cafe #lavazza  #walking,
2869,0,0,193,United Kingdom,For you's buddyoldpals..sorry it's not white lads @jdmlugs #coke #share #shareacoke #cocacola,G84 8
2870,0,0,431,Poland,#coke #cocacola #fun #instalove #instadaily #good #feelings #hot #weather ï’‹ï‘¯,02-778
2871,0,0,259,United Kingdom,Your meant to share it not drink it all and give me the bottle ._. #thanks #cocacola #bottle #alex #empty #coke,SA3 4
2872,1,0,189,,#share #a #cocacola #with #demi,
2873,0,0,179,,Omg mini Cola! #todes #sÃ_ÃŸ #mini #cocacola #red #sweet #little #baby #t4l #love,
2874,2,0,312,,Half the size twice the happiness #cocacola #sharingcan #sharingcoke #englishproject #proudofus #greatjob,
2875,3,0,139,,"Bought this today, #vanillacoke#vanilla#cocacola#coke#logo#flavouring#flavour#tastesgood#taste#teenager#teen#bottle#label#drink#pop#fizzy",
2876,1,0,249,,drink #cocacola everyday! hehe..,
2877,0,0,74,,Toast very good hahahaah @moretta_rai_p  ora mangiamo !! @toast #salame #sottiletta #cocacola e #tv,
2878,3,1,67,,#cocacola #share #a #coke #with #sebastiaan #lol,
2879,0,0,481,United States,#cocacola #classic #stirlinghotel #dilishuss,7980
2880,2,0,169,,#best #coke #cocacola #cola #vanilla #taste #love #endlich #tw #tagsforlikes #food #beverage#style,
2881,0,0,24,,#cocacola #magda #hi #school #waiting #for #saturday #mam #wyjebane #i o #haha,
2882,0,0,410,,Nina zna sta mi treba kupit;P #ljepotica #kao #cocacola #slatko,
2883,4,0,80,,#naildesign#old#sprite#fanta#CocaCola#MezzoMix#IceTea#instabest#instalike#hihi,
2884,0,0,216,,FINALMENTEEEEE YUUUU â™¥ #cocacola #elisa,
2885,,,,,.. jeg kÃ¸dder ikke nÃ¥r #Cocacola reklamerer for stoners i Norge. http://t.co/oTCsugUItY,
2886,0,0,174,,Servidos? #padariaouronegro#bolo#cocacola#engorda! ;)),
2887,0,0,49,,Destapa la felicidad #Cocacola,
2888,2,0,108,,#cocacola #cold #your #friends #drink,
2889,0,0,20,,#condividi#la#tua#cocacola#con#il#tuo#migliore#amico#this#i$#cocacola,
2890,8,1,353,,Hello summer ï˜ç,
2891,313,1,1388,Monaco,,98000
2892,5,0,88,,#nature #flower #flowers #tree #trees #food #me #baby #love #girl #portrait #music #party #fun #people #smile #night #red #green #white #yellow #blue #pink #water #sea #ocean #cocacola #friend #follow,
2893,0,0,358,,#amore #condividi #una #cocacola #con #il #tuo #amore #love #coca #cola #red,
2894,2,1,262,Brazil,*--* meus lindos chinelos! #coke #cocacola #love @atoncovitch amei amor! âù_ïŒ_,71050-052
2895,0,0,280,,Aleee ale ale aleeee! esiste anche #eleonora la #cocacola non mi ha discriminata...,
2896,3,0,87,United Kingdom,Best friends #love #TagsForLikes  #photooftheday #20likes #amazing #followme #follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #like #iphoneonly #instagood #bestoftheday #instacool #instago #all_shots #follow #webstagram #colorful  #style #swag #family #friends #cocacola #amazing #alcohol #all_shots,WN6 8
2897,1,0,10,,#jedina #moj #buduci #muz #love #cocacola,
2898,1,0,114,,#summer #cocacola #hot #day #fruit #strawberries #banana #shake #diet #omonom #sweet #elegant #instagood #food #instafood #foodporn #swag #instaswag #fit #polish #girl #healthy #love #it <3,
2899,0,0,32,,#cocacola #vanilla #vetlekker :),
2900,12,0,320,Denmark,Luksus aftensmad ï’œï‘ç #luxury #dinner #sushi #healthy #food #foodpic #foodporn #foodgasm #colazero #cocacola #diet #weightloss #workout #motivation #fitspo #fitspiration #fitsporation #getfit #fitgirl #instadaily #picoftheday #tagforlikes #follow #like #aarhus #denmark,8000
2901,1,0,61,,#cocacola #famous #leren #exams #marathonradio #shareacokewithme,
2902,3,0,1333,United States,All stocked up again! Grab yourself a #free #coke with any purchase over $30 at #greendoor. #refresh #shop and #drink #ahh #cocacola #cola #yum #glass #bottles #thegoodstuff #shoplocal #store #sprite #delicious #refreshing. #parched then #shopgreendoor #chattanooga #chatt #noog #hillcity #northshore #northchattanooga #paystoshop,37405
2903,0,0,55,,"#cocacola ""debt collection notice"" :s :s",
2904,0,0,54,,Sodafloat @caomhnait97 #sodafloat#cocacola#newlove#fizzy#slupp#summer,
2905,30,0,724,,#Bijoux #Jonathan #Cocacola #Red #Bottles #Black #Fastfood #fat #you #him #yourself #like #good #friends #georgous,
2906,0,0,99,,#indo#almoÃ§ar#cocacola,
2907,2,0,270,,Gratis cola pÃ¥ navnedagen ï’–ï‘‘ #shareacoke#cocacola#princess#tiara#me#norwegian#girl#kiss#happiness#pink#prinsessa,
2908,2,0,180,,mein name geht um die welt.. #backpacker#name#softdrink#cocacola#coke#sugar#love#peace,
2909,0,0,22,Netherlands,#another #love #cherrycoke #cocacola #drink #red #cherry,6373
2910,0,0,113,,Finally! #cocacola #hisandhers,
2911,0,0,149,,NANDOS ! #food #chicken #pitta #piff #periperi #chips #hungry #CocaCola #salad,
2912,0,0,9,Costa Rica,Rock this party! Dance everybody! #CocaColaFM #CocaCola,
2913,7,0,225,,#in #the #train #going #to #the #airport #in #newyork #new #york #city #cocacola #vans #hurley #rayban #american #air #lines #americanairlines #funny #time #in #the #jurney #to #puerto #rico #puertorico #cool,
2914,2,0,37,,"Such a good sister buying my brother lunch, annoyed that they only have abigale and not Abbie though.. #brother #family #spoilt #brought #lunch #bakery #coke #bottles #Abbie #not #abigale #family #love #personal #slave  #cocacola #yep #yumm",
2915,5,0,128,France,#instacool #instagood #instafun #cocacola #coca #cola #love #peace #cool #fun #good #drink #family #girl #boy #name #trendy,75014
2916,14,0,1225,United Kingdom,#diet #dietcoke #cocacola #coke #can #cute #bg #background #silver #red #writing #healthy #lfl #l4l #likeforlike #like4like #doubletap #instagood #instatags #instalikes #tagsforlikes,CB9 7
2917,2,0,172,,#gift #cocacola #karolina #szczecin #work #working #walychrobrego,
2918,9,0,282,,"ï_€FOLLOW FOR FASHION AND GIRLY POSTSï_€ 
#rosy #coke #cocacola #soda #cassic #vintage #retro #tumblr #colorful #girly #follow #like #tag4likes #followme #fashion #hipster #shout #adorable #pink #weheartit #quality #shoutouthere #likeplease #webstagram #instadaily #instagood",
2919,11,1,465,,"CocaCola~
#500ml #coke #gassy #softdrink",
2920,31,0,334,,â˜€#diet#coke#cocacola#summer#fashion#instapic,
2921,0,0,59,,#cocacola #maiken #deterrentfaktiskmitnavn #yay,
2922,6,4,100,,"Libanesiskt, salluhallen ï˜çâù_ï™è #lovefood",
2923,0,0,174,Argentina,Y asi se toma coca.cola en BsAs! ï˜Å#cocacola #likewine #lol #great #bsas,1428
2924,1,0,35,,Laura looking for her dads name #oh #dear #cocacola #likeforlike #followforfollow,
2925,0,0,220,Canada,#tbt #cocacola #lids #cupcakes #edibleart #kreativekonfections #pepsi #cola,L3T 1L3
2926,1,0,84,,personalized coca-cola with our name and monthsary date #personalized #cocacola #monthsarydate #name #love #03102010 #viadelcorso #instalove #asiancouple #pinay #filippino #infinity,
2927,2,0,566,,I'd love to share a coke with ......â˜ºâù_ #cocacola #cola #shareacoke #namecola #happy #happygirl #smile #love #inlove #iloveit #crush #lovehim #lml #iphone4 #window #rain #instamood #tagsforlikes #tagsforfollowers #l4l #followme #follow #me,
2928,0,0,125,,#share#a#coke#with#brodern#haha#cocacola#â™¥,
2929,0,0,227,,Jenny linda preparando o almoÃ§o ! Prato do dia: MacarrÃ£o de forno ;P #jenny #linda #almoÃ§o #prato #dia #macarrÃ£o #forno #comida #fome #delicia #apetite #massa #cozinha #knorr #cocacola,
2930,0,0,139,,CafÃ© da manhÃ£ saudÃ¡vel! Kkkkkkkk #Breakfast #Pizza #cocacola #vÃ_cio #amo #FERIADO,
2931,1,1,92,,Kelpais varmaan sullekin! #wreckitralph #candy #popcorn #cocacola #kotipizza,
2932,2,1,80,Philippines,#coke #cocacola #bestbuds #partnerincrime #twins #ig #igers #ig93 #igdaily #iphoneonly #iphonedaily #ootd #picoftheday #photooftheday #photography @sephpacheco,
2933,137,5,465,,#fun_run tomatk â™¡â™¡,
2934,204,3,465,,,
2935,1,0,97,,#cocacola #kuma #instagood #instamood,
2936,2,0,167,Italy,"#cocacola#federica#love#tagsforlikes#like#like4like#instagram
Quella cogliona di mia sorella mi manca da morire!!",53100
2937,188,5,465,,,
2938,186,12,465,,Ø£Ù† ØªÙƒÙˆÙ† Ø_Ø§Ø_Ù„ØªÙ_ Ø_Ø_Ù_Ø¯Ù‡ Ù_Ø_Ù†Ù_ Ø£Ù†ÛÅ Ù„Ù… Ù_Ø_Ø¯ Ù_Ù‡Ù…Ù†Ù_ Ø´Ù_Ø¡Ù‹ Ø£Ø®Ø± ï˜˜,
2939,168,9,465,,Ø£Ø®ÙˆÙ_Ø§Ø§ Ø_Ù„Ø§ÙˆÙ_ Ø£Ù_Ø§Ù… Ø·ÙÅÙˆÙ„ØªÛÅ Ù_Ù_ Ù†Ø§Ø_Ùˆ Ø_Ù„Ù_ÛÅ ï˜çâ˜ºï˜˜,
2940,181,3,465,,Ø°ÙƒØ±Ù_Ø§Øª ØºØ±ÙÅØªÙ_ Ø¨Ù“ ÙÅÙ†Ø¯Ù‚ Ù…Ø¯Ù_Ù†Ø© Ø¬Ø¯Ù‡ â™¡â™¡,
2941,1,1,186,,Finally found a coke bottle with my name.....,
2942,237,8,465,,Ù„Ù…Ø© Ø§Ù„Ø_Ø§Ø_Ù„Ø© ÙˆØ¶Ø_ÙƒØ§Øª Ù…ØªÙÅØ±Ù‚Ø© ÙˆÙ†Ù‚Ø§Ø´ Ø¬Ù…Ù_Ù„ Ù_Ø´Ø_Ø±Ùƒ Ø¨Ø£Ù† Ø§Ù„Ø_Ù_Ø§Ø© ØªØ_ØªØ_Ù‚ Ø§Ù„Ø_Ù_Ø´ â€˜$â™¡â™¡ @sh0osh0o013 @ltoofah @i_optimistic_i,
2943,0,0,94,,#almoÃ§o #fera #McDonalds #cocacola #copanobrasil,
2944,7,0,159,Russia,_›_°___µÑ€ÑŒ :( _¯ Ñƒ_¶_µ _¿__ __ÑÅ_µ__ ÑÅ_ºÑƒÑ‡_°Ñ_!! #camp #friend #summer #white #watch #girl #like #funny #instagram #instamood #instagood #follow #add #miss #history #cocacola,
2945,0,0,497,Italy,#cocacola #crucio #cellitop #cute #picoftheday #fratelli #fratellanza #non #va #in #vacanza,195
2946,6,0,219,,#cocacola #nichts #besseres #bei #diesem #wetter #like #like4like #TagsForLikes #TFLers #liker #likes #l4l #likes4likes #photooftheday #love #likeforlike #likesforlikes #liketeam #likeback #likebackteam #instagood #likeall #likealways #liking,
2947,6,1,459,Sweden,Pizza med brudarna.,264 35
2948,0,0,141,,#cocacola #ressaca #love #hahaha,
2949,0,0,7,,#ServicioComunitario #CocaCola #SoyUnHÃ©roe #USM,
2950,3,0,83,,@sofian_96#coca#cola#cocacola#bestfriend#SOFIA#tanto#tanto#tanto#amore#life#love#smile#happy#fun#loveher,
2951,8,1,340,,#Kuwaiti #CocaCola ï‘çï˜‹,
2952,1,1,235,Russia,_Ÿ__ÑƒÑ‡_°ÑÅÑ‚_______°_»_° __ _°_ºÑ†_¸_¸),142750
2953,3,0,1,,#webstagram #tagsforlikes #instalike #instamood #instahappy #instafollow #style #summer #sun #delicious #follow4follow #followme #follow #happy #like #like4like #yummi #cocacola #behappy #best #bestoftheday,
2954,0,0,229,,RÃ_Å_nie na mnie mÃ_wiÄ…. ï˜œï˜œ #cocacola #puszka #imie #maÅ‚gorzata #mistrz #haha #joke,
2955,0,0,320,France,Christmas* is all year round - I love you. #cocacola #shareacokewith Georges Daaboul,75001
2956,0,0,241,,#cocacola#my#name#anita#red#gotitfromhim#thanks,
2957,0,0,248,,#cocacola,
2958,,,,,#Cocacola #lastar #star #concert #stereophonics @LucaJohnBiaggi - super star ;) http://t.co/zSIiaDKD1j,
2959,0,0,20,Croatia,#My #name #on #CocaCola :),51300
2960,2,0,570,Italy,"Ho la Mamy troppo dolce ï˜çâ™¥Coca~Cola.
#coca#cola#cocacola#the#best#mamy",41038
2961,0,0,13,,#cocacola #truck,
2962,0,0,132,,#beaut #yummy #cocacola #vanilla,
2963,8,1,564,Norway,@totallyhenny,5144
2964,0,0,3,,My Love .. #CocaCola,
2965,1,0,32,,#cocacola #carica #sun #chilling #xoxo,
2966,1,0,82,,AntÃ_doto AntiSiesta #CocaCola #ElRedBullEsPostureo,
2967,2,0,79,,AzÃ©rt boccs:D #paradicsom #cocacola #tomato #funny #coke #cokezone #like #followme #follow #ILoveIt @lizakaczur,
2968,115,5,465,,Ø¨Ø§Ù„Ø_Ø§ÙÅÙ_ÛÅ Ø_Ù„Ù‰ Ù‚Ù„Ø¨Ù†Ø§ âù_ï˜‹,
2969,1,0,152,Serbia,@sandraadedijer #hahahaha#belgrade#fun#cocacola#refreshing#cold,
2970,2,0,86,,#best#boyfriend#ever#share#a#cocacola#with#mÃ_ge#and#kim#so#much#love#red#white#hand#sound#so#happy#with#him#funny#sun#sunny#day,
2971,178,7,465,,,
2972,183,25,465,,@i_optimistic_i Ù„Ù_Ù„ØªÙ†Ø§ ØªØ_Ù‡Ùˆ ÙÅØ±Ø_Ù‹Ø§ Ø¨Ùê ØªØ®Ø±Ø¬ Ø£Ø®ØªÙ_ â™¡â™¡ #Ø¬Ø§Ù…Ø_Ø©_Ø§Ù„Ø¯Ù…Ø§Ù…,
2973,,,,,"Yeeeeeah, enfin trouvÃ©. #cocacola #inutile http://t.co/Yh5tcMmklL",
2974,8,3,338,Finland,,320
2975,1,0,186,Norway,FÃ¸les ut som jeg har funnet en av gullbillettene til Willy Wonka! #cocacola #yeah,368
2976,4,0,186,,#Cocacola #Vainilla #Estudiando #Hot #Sun #foreveryoung #Happy #all_shots #instacool #instame #fashion #party #Pretty #Liveyourdreams #Love,
2977,20,2,244,,ïç_ #fanta #fantaorange #orange #drink #drinks #refreshments #yum #thirsty #cocacola #hipster #hipsters #hipsterswag,
2978,0,0,89,,#marta#cocacola#nomi#cosainventarsivendere#,
2979,1,1,158,,#cocacola #coca #cola #coke #drink #share #this #with #who #smile #laugh #love #red #love #love #instancoke #instasmile #instandrink #instanlove #followme #followme #please #f4f #follow4follow #followback #follow #tagforlikes,
2980,1,0,203,Philippines,#coke #cocacola #bestbuds @ralleigh20 laughtrip!!! ï˜„ï˜„ï˜„,
2981,1,0,194,,#coke #vanilla #love #it #best #drink #going #red #cocacola,
2982,6,0,58,Russia,"_œÑ‹ Ñ‚_µ_¿_µÑ€ÑŒ Ñ„_°___°Ñ‚Ñ‹ #ÑÅ__Ñ‡_¸2014 
_’Ñ‹_¸__Ñ€_°_»_¸ ÑÅ _˜_»ÑŒ_µ__ _±___º_°_»Ñ‹)  #ÑÅ_¿__Ñ€Ñ‚ #____ÑÅ_º___° #_±___º_°_» #lol #nice #cute #moscow #volunteer #cocacola #happy",113042
2983,1,0,138,,#on #the #train #rihanna #yey #excited #me #girl #birthday #cocacola #top #f4f #YAY,
2984,0,0,96,,Estos entrenes si que molen! @taengua11 #cocacola,
2985,5,1,20,,Throwback to #faberdrive at Stampede a few years back! #instastampede #festival @calgarystampede,
2986,7,0,641,,Vous Ãªtes Ã©normes les meufs @sweedandlove07 @anniie_annette @lu_naoffthewall #birth#birthday#cocacola#friends#camille#love#copines#girls#tlse#31#coca#boisson#drink#young#wild#free#tolo#peace#afterschool#yolo,
2987,1,0,88,Italy,#goldenvirginia #cocacola #rosso #red #cat #cats #gatto #gatti #italia #italy #natura #nature #napoli #naples,80059
2988,0,1,168,,#popcorn #snacks #friend #bestiee #love #afterearth #jb #jaden #jadensmith #will willsmith #juju #jadestin #Cinema #fanta #cocacola #jerry #jerrylover #foreverbelieber #believe #kidrauhl,
2989,3,0,20,Portugal,#coke #cocacola #smoke #lifeisgood #yolo #intagood #coffe #friends #girl #follow4follow #sun #summer,4480
2990,1,0,316,,I FOUND ONE :O #coke #cocacola #alex #shareacoke #name #drink #bottle #england #happy #teen #random #girl #sloth,
2991,6,0,152,,My name! #cocacola #love #swag #sweet #caroline #tagforlikes #f4f #follow #denmark #hundested #yay,
2992,0,0,44,,#lepomade #lipsmacker #smells #good #cocacola #fanta #sprite #vanilla #yummi #lips,
2993,0,0,154,,#out #instamood #instadaily #summer #time #cocacola,
2994,1,0,108,Brazil,:3 #cocacola#cocacolaoficial#coca#drink#coke,
2995,0,0,59,,#Francia#13#cocacola,
2996,3,0,65,,#Me#and#my#cocacola#whit#my#name,
2997,1,0,121,Mexico,Un rincÃ_n cerca del centro... O cÃ_mo era? Esta foto fue patrocinada por #cocacola #light #dietcoke #downtown  #queretaro #mexico,76008
2998,2,1,17,,"Vanilla Coke, which I am deprived of here in Canada. #coke #vanilla",
2999,0,0,36,,I wanted a regular coke but the vending machine thought otherwise .#coke#cocacola#grrrr#great#cokeandasmile#ohwell#caffeine#silver,
3000,0,0,79,,"ä¸€å_´ä¸€åº_åè¯æ¨‚æù¯
#mcdonalds #mcdonald #cocacola #cup",
3001,0,0,88,,Finally found one! #ShareCoke #Coke #CocaCola #DietCoke #MyNameOnACokeBottle #ShareCokeCaitlin,
3002,0,0,207,,#cocacola #collection,
3003,0,0,94,,Share a coke with me #cocacola #my  #name,
