,instagram_likes,instagram_comments,instagram_followers,country,title,zip
2319,0.0,0.0,43.0,,#cocacola  #marta #ema,
2320,2.0,0.0,152.0,,#share #cocacola #sisters #francesca #veronica #arianna #sorelle #three #tre  #family #love,
2321,1.0,0.0,74.0,,"I know it's only cola but c'mon, you'd be happy tae! #woo #happy #shareacokewith #cocacola",
2322,3.0,0.0,285.0,France,My family ❤#cocacola #family #love #beautiful #4kids #happy #enjoy #drink #style #stephqueens #colettewaterbar #fashionblogger @colettestore,75014
2323,1.0,0.0,110.0,,Снимаю стресс после зно :3 #food #tasty #like #fanta #sprite #cocacola #nutella  #strawberries,
2324,4.0,1.0,254.0,Hungary,Party hard #pizza,2151
2325,0.0,0.0,336.0,,#onelove #cocacola #share #amore #love,
2326,0.0,0.0,5.0,,#Ice #Cold #CocaCola #Coke,
2327,60.0,0.0,114.0,,#stockholm#sweden#oslo#norway#denmark#berlin#spain#pecking#sydney#washington#oregon#california#ibiza#miami#nevada#utah#nyc#ohio#america#africa#lasvegas#chinese#japan#swedish#paradise#cocacola#mtv,
2328,0.0,0.0,141.0,Italy,...sarà fatto! ^_^ #cocacola #giulietta #tuttamia #addicted #caffeina #drogatadicocacola #1ltdasola #selodiceletichettaposso,00040
2329,,,,,RT @AurelienAte: Elle est trop classe ! *-* #Paramore #CocaCola. http://t.co/O70HUICSnj,
2330,0.0,0.0,421.0,,"I'd say prices are fairly com probable.  The dollar has been pretty strong lately. 
#yen#thedollarisstrong#stockmarket#allmightydollar#japan#roppongi#tokyo#japan#vendingmachine#soda#pop#coke#cocacola#dollar",
2331,14.0,0.0,233.0,,#love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #followme #follow4follow #like4like #look #instalike #igers #picoftheday #food #instadaily #instafollow #like #girl #iphoneonly #instagood #bestoftheday #instacool #instago #all_shots #follow #webstagram #cocacola #martina #swag,
2332,12.0,0.0,735.0,,#bellapeme #franca #francesca #cocacola #yeppa ❤❤❤,
2333,0.0,0.0,37.0,,#OldSkool #CokeMachine #Soda #CocaCola #NYC #JacksonHole #Diner,
2334,5.0,0.0,167.0,,#me #merienda #twix #cocacola #light #like #instalike #instarelax #instagocha #instasummer #instarico #instafood,
2335,2.0,0.0,176.0,,#instagram #followme #statigram #norway #norge #cocacola #coke #venner #friends #art #summer #sommer #instagood #bestoftheday #chill #evova #instagramhub #instahome #sukker,
2336,3.0,1.0,106.0,,Grazie amore :p,
2337,0.0,1.0,92.0,,#my#name#ny#nike#apple#iphone5#festina#limitededition#ea#armanijeans,
2338,4.0,0.0,16.0,,#harry#potter #cocacola #camel,
2339,331.0,3.0,2170.0,Philippines,Follow and Share @chooeyjuwisdesserts #chooeyjuwifor8k ♥ @tindmartin @tiffindot @janinequinto @iammy08 @jannampakta,
2340,0.0,0.0,412.0,,#recap of yesterday evening #myfavorite#cocacola#swishersweet#bluntandcoke#polkadotshoes#h&m,
2341,2.0,0.0,85.0,,"Vamos juntos colorir o Brasil .
#Cocacola#Bom#delicia#BoaTarde.",
2342,4.0,0.0,58.0,,Ty a Vojta :-) #cocacola#i#and#my#love,
2343,183.0,2.0,1498.0,,Ma sœur (plus de 150 j'aimes :p ),
2344,1.0,0.0,502.0,,#meandyou #love #infinity #cocacola #serata #girls #friends #f4f #me #myself #nottebianca #dance #instadance #divertimento,
2345,1.0,0.0,48.0,,#instacollage #cocacola #rome,
2346,16.0,0.0,87.0,,#cocacola#TagsForLikes #amico #amore#TFLers #tweegram #photooftheday #me #iphonesia #fashion #summer #tbt #igers #picoftheday #food #instadaily #instagramhub #beautiful #girl #iphoneonly #instagood #bestoftheday #jj #sky #picstitch #follow #webstagram #sun #nofilter #happy,
2347,47.0,1.0,369.0,,Queen d,
2348,10.0,0.0,492.0,Italy,#cocacola #condividilacon #lattina #Red #love #me #instamood #Fashion #tagsforlikes #photooftheday #igers #picoftheday #instadaily #follow #jjj #bestoftheday #instagood #instagram #instagramhub #follow #like #instapic #instame #photo #ilovephoto #cool #instafollow #like4like #instalike #condividiquestacocacolacon,63066
2349,1.0,0.0,112.0,,#cocacola#anoquesexy#jaja#qq#like#follow#wiiwi#taptap,
2350,1.0,0.0,69.0,,Chopper wants coke! #funny #kitten #coke #cocacola #cokezero #sillycat #thirsty,
2351,69.0,2.0,1579.0,Brazil,"""A alegria não está nas coisas, está em nós""",01230-000
2352,2.0,0.0,151.0,,#like#like4like#TagsForLikes#TFLers#liker#l4l#likes4likes#photooftheday#love#likeforlike#likesforlikes#liketeam#likeback#likebackteam#instagood#likeall#likealways#liking#cocacola #coca#cola#cochetta#piccola#mini#style#me,
2353,0.0,0.0,118.0,,He knows me too well ☺ come back to me  #boyfriend #cocacola #phonecase,
2354,0.0,0.0,397.0,,:ppp #pepsi #love #food #me #drink #summer #girl #with #cocacola #london #follow #fun #instadaily #life #comment #bf #beautiful #adidas #day #batman #lol #moscow #like #swag #megusta #boy #eminem #awesome #yummy #nike,
2355,0.0,0.0,38.0,Czech Republic,#brotherhood #cocacola,142 00
2356,0.0,0.0,73.0,,#cocacola#lozio#zero#cena#instapic#instacool#instagram @saricastel è per te @teostefa ahahah,
2357,3.0,1.0,537.0,Italy,Mia nonna vuole più bene a te che a me  @pity88,22063
2358,2.0,0.0,116.0,,#follow #CocaCola #BigShock #IceCream #SWAG #Summer #2013 #instagram,
2359,0.0,0.0,20.0,,Mmmmm estará buena!!!! #vainilla #cocacola #calor #refrescante #vainicoca,
2360,0.0,0.0,248.0,,"#marmitex , só que #digno ! Obri @juquintamendonca e @rhuanacesar ! #vidadeavogado #peixenarede #cocacola",
2361,4.0,0.0,377.0,,"Coca Cola museum, Atlanta #throwbackthursday #throwback #tbt #old #cocacola #cocacolamuseum #museum #atlanta #america #holiday #fizzydrinks #drink",
2362,1.0,0.0,299.0,,Coca Cola by Marc Jacobs love this shit || #cocacola #by #MarcJacobs #at #Amsterdam #with #daddy ✨,
2363,1.0,0.0,313.0,,"Sat on a random seat on the train, this was in front of me? #creepy #fate #train #cocacola #alex #AmIGoingToDie?",
2364,2.0,0.0,157.0,,Giuggiola coca-cola. #instapicture #instalike #instagram #instagramer #instapic #instaphoto #instant #pic #photo #picture #likeforlike #likemyrecentpicture #like4like #moment #cocacola #giuggiola #food,
2365,7.0,0.0,385.0,France,"Trop de swagance! #cocacola #love#instagood#me#cute#photooftheday#tbt#follow#kate#instadaily
#happy#like#beautiful#girl#picoftheday#followme#igers#tagsforlikes#instamood#eyes#l4l#smile#statigram#boyfriend#makeup#verre",63160
2366,4.0,0.0,774.0,,Coca cola  #cocacola#vintage#coke#love#fun#happy#summer#liquors#lovesit#yay#f4f#followme#follow#gogogo,
2367,0.0,0.0,441.0,Ireland,Farofa no Cinema #nachos #cocacola #cinema #film #movie #thehangover #dublin #ireland #fun,1
2368,0.0,0.0,194.0,Canada,brb opening happiness #cocacola #badquality,P0P
2369,0.0,0.0,21.0,,Life is worth living again! #cocacola #zero,
2370,0.0,0.0,111.0,,Awww he found my name...and wore it as a wrist band @idontgetitguys #love #him #cocacola #coke #foundmyname,
2371,1.0,0.0,864.0,,#cocacola #chocolate #yummy #thanks #grandad #Oreo #instagood #likeforlike #followforfollow,
2372,1.0,0.0,13.0,,Don't mind if i do :) #so #nice #cocacola,
2373,7.0,0.0,1241.0,Portugal,Rico hamburger #hamburger #lanche #comida #food #instafood #voulheusar #cocacola #belek #praiadarocha #verao #summer #love #photo #instapic #instaphoto #tagsforlike #l4l #f4f #tagsforfollow #follow #ff #ll #jj #algarve,8500-050
2374,3.0,0.0,68.0,,#benditosbares #cocacola #metromadrid #madrid #bars #spanishpeople #love #bars,
2375,2.0,0.0,38.0,,#curtindo #suco #delvalle # mais #maracuja #sun #cocacola #coke #love #good #vida #life #follow #followme,
2376,4.0,0.0,234.0,Brazil,Like always #coke #cocacola #friends #happy,01241-001
2377,1.0,0.0,188.0,,#welcome #back #summer #cocacola,
2378,0.0,0.0,109.0,,World of #CocaCola,
2379,0.0,0.0,241.0,Norway,Childhood memories #mrfreeze #childhood #cocacola #strawberry #ice #memories ,5155
2380,0.0,0.0,46.0,Brazil,#cocaCola #latacolorida haha,88075-010
2381,0.0,0.0,13.0,Germany,Sehr gut! #coke #cocacola #prinzessin,10719
2382,8.0,0.0,108.0,,#beach #bestgram #bestoftheday #color #cocacola #cocacolasmileworld #foto #follow #followme #followgram #fotodeldia #gramfriends #global_shotz #igers #igyoo #igpops #ig_spain #instagood #instagram #ig_captures #ig_valencia #iphoneonly #playa #photoofday #picoftheday #smilers #smileworld #summertime,
2383,0.0,0.0,48.0,,#instacollage #cocacola #rome,
2384,109.0,2.0,239.0,,,
2385,0.0,0.0,56.0,Germany,"Tja, der er vel til en måned  #bigspender#cocacola#såkanjegigen#bajer#colalove#vises",24955
2386,4.0,0.0,32.0,,#me#io#debora#debbie#cocacola#rossa#red#instagood#likeforlike#bere#drink#foto#photo#instaphoto,
2387,61.0,0.0,414.0,,#newyork#us#earth#london#artist#pen#cloud#clouds#cloudy#hat#paris#italy#germany#german#spain#russia#mind#laptop#he#she#snake#Mouse#cocacola#letter#water#waterfall#watermelon#ice#snow,
2388,0.0,0.0,17.0,,"Last picture until next Sunday , hasta lavista ! #beautiful #cocacola #QueenOfTejano #LaReinaSelena LoveYou",
2389,0.0,0.0,75.0,Poland,#cinemacity#bedziemy#grube#cocacola#popcorn#nachos  #thegreatgatsby ,02-685
2390,0.0,1.0,46.0,,:* :),
2391,3.0,0.0,16738.0,,Anyone every tasted this  I'm tempted #instagood #me #love #drink #tbt #coke #statigram #throwbackthursday #photooftheday #nice #follow #beautiful #happy #all_shots #instamood #picoftheday #instadaily #instago #igers #like #followme #trademark #red #smile #bestoftheday #iphonesia #friends #lol #iphoneonly #cocacola,
2392,0.0,0.0,322.0,,My dinner #yummy #mcdonalds #dinner #frenchfries #cocacola #food #happy,
2393,1.0,0.0,265.0,,Airplane food :) #CocaCola #Lays #Napkin,
2394,1.0,0.0,421.0,,"Pop the top! Who wants a soda? 
#vendingmachines#soda#pop#japan#roppongi#shibuya#tokyo#japan#coke#cocacola",
2395,0.0,0.0,171.0,,They don't have my name :'( #standard#gay#cocacola#alicia#sad,
2396,0.0,0.0,50.0,,C'etait pourtant inéspéré de le trouver mon prénom ! #bottle#of#cocacola#firstname#good#day,
2397,0.0,0.0,484.0,,#enjoy #weed I need this #shirt #red #cocacola boobies!!!!,
2398,1.0,0.0,14.0,,#cocacola #love #it #l4l  #kumpela,
2399,4.0,0.0,531.0,,Solo per veri bomber. @phillliii @julesmeniconi @fedeburini92 . #New #types #of #Cocacola #bottles #soloperveribomber #StayLycan #pic #piclove #picoftheday #instame #instalook #instamood #instalove #instadaily #instapic #iphone #iphonesia #iphoneonly #100likes #popular #igdaily #webstagram #likeforlike #aboutme #jj #followforfollow #followmefollowyou #followback #followme,
2400,0.0,0.0,15.0,,Love #cokezero #cocacola,
2401,3.0,0.0,290.0,,#teil#dein#cocacola#mit#deiner#sis#teildeincocacolamitdeinersis#coke#cola#coca#cola#cocacola#lecka#lecker#yummie,
2402,2.0,0.0,77.0,,"Rıdvan, coca cola? #instagram #instagood #instamood #me #cocacola #cola #saskaloz #color #green #red",
2403,8.0,1.0,91.0,,"sharing a coke, 
with myself. :)",
2404,0.0,0.0,328.0,Australia,Flavored lipsmackers #shitjustgotreal#sprite#cocacola,6147
2405,6.0,0.0,7.0,Russia,#Russia #friends #box #boy #America #World #london #likeforlike #legend #gato #myself #girl #usa #me #megusta #juntos #JustinbIeber #Eminem #forever #batman #Adidas #Nike #cocacola #Pepsi #swag #swagger #Moscow atención la manos un arriba arriba arriba ja ja ja,420111
2406,1.0,0.0,251.0,,#doughnut #coke #cocacola #spots #green #pink #sprinkles #hundredsandthousands,
2407,0.0,0.0,40.0,,❤ #good#fresh#cocacola#,
2408,2.0,0.0,211.0,Serbia,И кола ме зеза. МОЈ ЧКОДЕ И ЈА. :D #love #cocacola #boyfriend,
2409,1.0,0.0,130.0,,#me #girl #brunette #teenager #smile #happy #fun #crazy #cocacola #misiek #singing #GunsNRoses #OneRepublic #love #adhd #ZaTydzienBal #ZaDwaWakacje #holidays #are #coming #love #love #muchlove,
2410,5.0,0.0,178.0,,#kidrauhl #cocacola #love ♡,
2411,4.0,0.0,48.0,Croatia,My costum coca cola #cocacola #delevingne #cara @caradelevingne @caradelevingne @caradelevingne #instadaily #instamood #instagood #picoftheday #imsohappy #perfect #model #cara #delevingners,10000
2412,2.0,0.0,479.0,,Breakfast: Life and Coke! #breakfast #summer #lifecereal #cocacola,
2413,0.0,1.0,118.0,Switzerland,,8001
2414,0.0,0.0,54.0,Bulgaria,#cocacola#coke#glass#mc,1700
2415,0.0,0.0,27.0,,#cocacola #prinsessa #princess,
2416,0.0,0.0,45.0,,#cocacola,
2417,8.0,1.0,33.0,,:-) :-D,
2418,3.0,0.0,154.0,,#cocacola #with #my #name #giulia #lol #photooftheday #instagood #like #like4like #tagsforlikes #summer #2013 #follow #followme #followback #instalike #instacool #photo,
2419,15.0,0.0,220.0,,Abdullah Al Janahi.. #cute #baby #boy #jumairah #dubai #dxb #instababy #instaboy #instacute #cocacola #red #family #love,
2420,0.0,0.0,15.0,France,20minutes cue for a can of coke... #cocacola #coke #colette #paris #cue #limited #custom,75001
2421,4.0,1.0,10.0,,Ce soir pour la dernière c'est avec eux <3,
2422,3.0,0.0,86.0,,#yeah#myowncoke#trinknecokemitmoritz#bestcoke#cocacola#cola#cocacolagermany#drinkacokewithme#moritz#love#meinecoke#MeineCoke#MyCoke#ilovecoke,
2423,4.0,0.0,192.0,,#watch #tv #eskatv #florida #whistle #music #casio #gshock #iluminati #swag #sunbites #cocacola #Marta #I #MISS #instapic #instagood #goodday,
2424,2.0,0.0,183.0,Italy,Do you want a drink? #havana #rum #CocaCola #alcohol #Milan #Italy #Europe #instaalcohol,20149
2425,3.0,0.0,71.0,India,#new #cola #shouldtry #coke #masala #cocacola,110019
2426,2.0,0.0,220.0,Italy,#cocacola #love #mamma #nuovelattine #tantoamore☺,12051
2427,2.0,0.0,287.0,,#zocken#games#cocacola#hitman#absolution,
2428,2.0,0.0,61.0,,Mhmmm...#cocacola#cherry#aroma,
2429,0.0,0.0,136.0,, #cocacola #drink #coke #aktion #mach #dir #freude #auf #princess #love @beautypeachiii,
2430,0.0,0.0,70.0,Sweden,#delarncoke #coke #cocacola #killen #kärleken #kärlek #bästadrycken #älskling,881 95
2431,0.0,0.0,283.0,,#cocacola #latop #ilmito #regina e #re #meraviglie #awesome,
2432,0.0,0.0,248.0,,#sushi#champagne#cola#cocacola#shareacocacolawithfamily#instalike #like#followme #followforfollow #like#yummi #food#instafood#tweegram #photooftheday#20likes,
2433,1.0,0.0,86.0,,At long last #share #a #coke #with #me #thomas #cocacola,
2434,1.0,0.0,5.0,,Fuck yeah! #real #name #coca #cola #coca-cola #cocacola,
2435,0.0,0.0,70.0,,#cocacola #coke #summer #red #glassbottle #drink #soda #hot,
2436,,,,,Стаканчики #sochi2014 #CocaCola http://t.co/7GCXQAkNLw,
2437,,,,,@feelic tu me l'échange ? #cocacola #superpub http://t.co/mkH3Bmx3xt,
2438,,,,,RT @caemerbeke: TROUVÉ ! #CocaCola #Clément http://t.co/m9nTXhcZmO,
2439,,,,,Je n'ai pas trouver mon prénom sur les bouteilles de #CocaCola :/ http://t.co/rhJxYECiff,
2440,,,,,#CocaCola http://t.co/Zl4CytLyEw,
2441,,,,,RT @Lollipopupine: Hihiihihiihihi so prettyyyy #cocacola #coke #bottle #name #Simone #pink #pixlromatic http://t.co/FVHCbDVRRj,
2442,1.0,0.0,604.0,Lithuania,Užtinęs reklaminis veidas:D #cocacola #Aurelija #IKI #shop #drink #my #name #black #red #Lithuania,46209
2443,8.0,0.0,104.0,,#great#moments#cocacola#good#afternoon#pretty#like4like#best#compani#tags4like#friends#follow4follow#lunch#english#loveyou @claaudiavila,
2444,1.0,0.0,46.0,,أشيااااء جميلة في الحيآآة ❤❤ #cocacola #pretty #love #drink #cold,
2445,0.0,0.0,564.0,Italy,Modalità condivisione in #cocacola #picstitch,29010
2446,24.0,1.0,453.0,,geht klar ,
2447,1.0,0.0,81.0,,#InstaEffectFX #cocacola,
2448,0.0,0.0,476.0,,This was ages ago - but I couldn't believe I finally found one  #cocacola #coke #bottle #jen #girl #finally #shareacokewith #scotland #drink,
2449,1.0,0.0,90.0,France,#grandpalais #instafun #instaclique #cocacola  #nickname #parisbyday,75008
2450,2.0,0.0,860.0,,@usplus2dogs Look what I found✌ #coke #cocacola,
2451,0.0,0.0,22.0,,#oldcity #contrast #cocacola,
2452,0.0,0.0,1.0,,#yummy#drink#pink#cocacola#weheartit ✌,
2453,1.0,0.0,472.0,,This bitch hit the spot! #MexicanCoke #CocaCola,
2454,0.0,0.0,201.0,,I am determined to find one! #cokenames #coke #cocacola #want #myname,
2455,0.0,0.0,51.0,United Kingdom,Yay someone at work found this I didn't think they'd have my name :D #CocaCola #shareacokewith #Coke,LS9 0
2456,0.0,0.0,171.0,,Homemade hamburgers for lunch with my love.. After this we ready for Carowinds ;) #Thursday #lunch #homemade #hamburgers #cocacola #chocolatechipmuffins #sweethome #ready #carowinds #herewego,
2457,1.0,0.0,257.0,,"No te dejan entrar a mate, vas por unos tacos, una coquilla, clima, & musica. <3
#music #relax #highschool #car #tacos #cocacola",
2458,1.0,0.0,61.0,Italy,"I wish...
#happiness & a #coke #cocacola",20135
2459,0.0,0.0,103.0,,#cocacola #summer,
2460,1.0,0.0,139.0,,#brodern #søstern #cocacola #zero #aspartam #tidssonen #hariborolex #rolex #norge #norway #bodø #ervifremmesnart #igdaily #inspo,
2461,0.0,0.0,676.0,,buzzing #cokebottle #charlotte #cocacola,
2462,0.0,0.0,19.0,,#CocaCola #mamma #amore #nonmimancanulla,
2463,3.0,1.0,126.0,,I'm finding a use for my inappropriate cups :D,
2464,0.0,0.0,56.0,,#cocacola #name Zsuzska,
2465,7.0,0.0,116.0,,Found ny designer #cocacola :) #picoftheday #follow4follow #f4f #instafollow #follow,
2466,2.0,0.0,27.0,,#share #cocacola #melanie #skylounge #gg6 #present #boss,
2467,2.0,0.0,61.0,Croatia,Aka my family ♥ #friends #cocacola #love #life #weheartit #birthday #celebration #drinks,10000
2468,0.0,1.0,23.0,,@oleczka96 #ja#happy#cocacola#warszawka#buziaki#big#loffki#hehe <3,
2469,0.0,0.0,140.0,,#Me#moi#coca#cola#cocacola#ahah#partagez#un#coc#avec#with#your#family#votre#famille#rouge#red#and#white#hum#boisson#miam :P ♥.,
2470,2.0,1.0,426.0,,Стакан кока кола 7 штук собрали #coca-cola#sochi2014#olympic#games,
2471,0.0,0.0,164.0,,#amy #cocacola #coke #bottle,
2472,6.0,0.0,1576.0,,#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #phoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer #swag #h #wizkhalifa #red #coachella #swag,
2473,2.0,0.0,427.0,Spain,A por el ultimo examen de la eso! #ultimo #examen #eso #nocuenta #nocalestudiar #seacabaelchollo #aportodas #biologia #quarto #genetica #evolucion #adiosabio #instaestudio #instagram #instafriki #cocacola #photooftheday,08029
2474,0.0,0.0,13.0,,Natürlich ^^ #cocacola #wtf #omfg,
2475,0.0,0.0,9.0,,#cocacola #sochi #olimpicsgames #2014,
2476,0.0,0.0,63.0,Spain,"Ooohhh!....qué ricas mis Go, Go, Cherry Coke!! :D #cocacola #coke #cherrycoke #cherokee",08017
2477,4.0,0.0,753.0,,#instamood#instagood#cocacola#kidrauhl#beliebers#justinbieber#belieber#jeliebers#bieberfever#bieber#hashtags#hashtag#tagsforlikes#cool#pretty#beautiful#followbackalways#instalike#effects,
2478,0.0,0.0,23.0,,#cocacola :),
2479,0.0,0.0,75.0,,"just arrived homed to this, and once again I realized why smallest things take up the most room in my heart #cocacola #share #brother #sister #care ",
2480,4.0,0.0,539.0,,#me #myself #now #at #the #moment #pizza #cocacola #drink #girl #teenager #bulevar #shopping #likeforlike #likeforlikes #like4like4like #likepicture #follow4follow4follow #followforfollow #me,
2481,0.0,0.0,233.0,,#graz #city #austria #view #perfect #weather #sun #summer #cocacola #yummy #relax #nice #evening #haveaniceday #bye,
2482,0.0,0.0,180.0,,#foreign #cocacola,
2483,0.0,0.0,16.0,,<3 #pepsi #light #lemon #pepsilightlemon #cocacola #cola #gdansk # oldtown #goodday #hotday #drinkincola #smokincigaretts,
2484,0.0,0.0,4.0,,#papitas#cocacola#gorda,
2485,0.0,0.0,192.0,,#watch #tv #eskatv #florida #whistle #music #casio #gshock #sunbites #cocacola #Marta #I #MISS,
2486,0.0,0.0,69.0,,#siema #sciema #kumpela #cocacola #love #good  #day :),
2487,0.0,1.0,45.0,,#ieat#candy#yummy#namnam#car#pirkka#rallymix#hehe#fruitcandy,
2488,1.0,0.0,94.0,,Finally!!! #cocacola #anne #my #name #happy #finally #found #one #danish #denmark #danmark #girl #medpåmoden,
2489,7.0,0.0,1576.0,,#love #instagood #iphonesia #photooftheday #bw #bn #blackwhite #cocacola #instamood #igers #me #cute #phoneneonly #instagramhun #instagram #picoftheday #girl #jj #instadaily #bestoftheday #sky #igdaily #beautifull #webstagram #summer #swag #h #wizkhalifa #red #coachella #swag,
2490,1.0,0.0,720.0,Italy,su deejay  #pausa #caldo #cocacola,09070
2491,1.0,0.0,25.0,,A Michał znalazł Karoline :-P #cocacola #drink #instafood #work #love #my #name,
2492,2.0,0.0,97.0,,#cocacola #wakai #random #instadaily #photooftheday #nofilter,
2493,3.0,0.0,242.0,,#share #your #coke #with #ME #instamoni #cocacola #dose #meinen #namen #gibs #auch #endlich #einmal ,
2494,0.0,0.0,257.0,,#il#bomber#cocacola#cola#me#summer ✌✌✌,
2495,1.0,0.0,39.0,,#cocacola#lights#red#yellow#blue#purple#pink,
2496,7.0,1.0,409.0,,#boatarde#goodafternoon#sigodevolta#sdv#happy#smile#cute#love#instalove#instaboy#boy#cocacola#jj#jj_forum#sdv#sigodevolta#followme#igers#top#f4f#smile#nature#life#followforfollow#likelike#like#curte#instagram,
2497,0.0,0.0,16.0,,#cocacola #recuerdos #madrid #kakista,
2498,148.0,3.0,4444.0,,Love Strawberries! <3,
2499,0.0,0.0,70.0,,Beától ès Vandátòl <3:) #CocaCola #Princess #Nails #nameday @jaszaianna @beavarga,
2500,0.0,0.0,193.0,,Inicio do reg de fim de semestre c minhas psicos!!! #pizza #temaki #bompreço #casadecamilla #cocacola #ferias,
2501,3.0,0.0,21.0,,#coca #cocacola #lattina #papà #babbo #friends #friend #summer #sun #estate #sole #instalike #instaphoto #instangram #tagsforlikes #followme #follow,
2502,0.0,0.0,197.0,,Naši tátové ;) #cocacola #cola #names #red #beutifulafternoon :)) Týnka! <3 :),
2503,71.0,1.0,3540.0,,Fanpage for a pop-icon ¥ Random & Requested promotion ¥ my aim is 300+ likes p/post ¥ the amount of new followers depends on the quality of your IG-account ¥ --> #lanadelrey <-- @lanadelreyofficialfanclub @lanadelreyofficialfanclub @lanadelreyofficialfanclub @lanadelreyofficialfanclub @lanadelreyofficialfanclub,
2504,3.0,0.0,99.0,,"""Poděl se o radost!"" #name #love #boyfriend #CocaCola #red #nail",
2505,1.0,0.0,167.0,,"#museum #of #coca #cola #cocacola #atlanta 
Dégustation a volonté ",
2506,1.0,0.0,69.0,,chrissyyys proud #chris #blonde #sainsburys #toomanyofthesepicturesareofcoke #longhair #dontcare #coke #cocacola,
2507,0.0,0.0,129.0,,#coca#cola#Melanie#cocacola#,
2508,0.0,0.0,87.0,,"A vontade era dormir 10 minutinhos depois do almoço, mas como não dá.. #Chocolate#CocaCola#BomDemais!! :D",
2509,0.0,0.0,103.0,,Hope that this may help... #InstaStudy #Physics #CocaCola #Vanilla #InstaCoke #Bored,
2510,2.0,0.0,95.0,,For my mum. #mum#mumy#coke#cocacola#like#love#swag#tumblr#instagram#instalike#instalove#love#enjoy#drink#good#cool#familly,
2511,208.0,3.0,1749.0,Italy,Io sono alternativa✌,27036
2512,5.0,0.0,359.0,,#my #love #angel #kevin #cocacola #drink #today #boyfriend #thursday #sun #fun #happy #black #red #bern #swiss #switzerland #me #girl #and #my #boy #TagsForLikes #TFLers #jj #jj_forum #like4likes #instalike #instahappy,
2513,1.0,1.0,1274.0,Brazil,Calor do agresteeeee.  Queria estar dentro desse copo com o gelo ;),13056-793
2514,1.0,0.0,235.0,,"My Coca-Cola :)
#cocacola #photo #instago #instagood #instamood #instadaily #instagramhub #peterantal #love #fashion",
2515,0.0,0.0,107.0,,#cocacola #misiek #hot #day,
2516,2.0,0.0,151.0,Norway,♡♡ #coke #cocacola #herlig #digg #naaam #yumyum #fineste,7670
2517,2.0,1.0,244.0,,Ça se voit pas mais la bouteille est super grande :p,
2518,0.0,0.0,108.0,,#losamigosinvisibles #repeatafterme #cocacola listo @alfredozamdel,
2519,3.0,3.0,43.0,,sooo good,
2520,0.0,0.0,136.0,,❤ #cocacola #princess #love #drink #cool #love @beautypeachiii @tobiwez,
2521,2.0,0.0,60.0,,You make everyday matters #dinnerwithmylove @ljkjellman #forever #us #future #coke #cocacola,
2522,1.0,0.0,85.0,,#cocacola #amore #uscita #pausastudio,
2523,11.0,0.0,354.0,,Auf dich- @jenny_ul #coke #cocacola #drink #with #jennifer #best #love #sweet #nice #idea #tweet #tag #tagsforlikes #iphone #iphoneonly #instalove #instacoke #instadaily #instagrammer #like #20likes #follow .. ,
2524,3.0,0.0,191.0,,#amica #friend #cocacola #picoftheday #photooftheday #instacool #instamood #instaday #onlyiphone #iphone5 #summer,
2525,1.0,0.0,114.0,,Aunque me la tome en el curro.. Me flipa este mensaje de #cokezero #instafood #cocacola #picoftheday,
2526,1.0,0.0,5.0,,fuck sake #cocacola,
2527,2.0,0.0,2388.0,,Un guillaume pour partager ;) #lol #cocacola,
2528,2.0,0.0,147.0,,COCA COLA made me keep the cap on so that I don't drink all of it while making the COMMERCIAL! #cocacola,
2529,1.0,0.0,87.0,,#coca#cola#Morgane#fashion#girl#me#you#love#fun#sun#followme#follower#sky#happy#smile#cute#webstagram#beautiful#instamood#tweegram#cocacola#light#sun,
2530,5.0,0.0,258.0,,Aperitivo a Roma ** #cocacola #salatini #roma #tavolino #yellow #brown #havana #club #happy #sun #sunny #dad #love #happy #happiness #instagram #instalove #instagood #instafood #instalike #buono,
2531,2.0,0.0,543.0,,Casa graças a god. #Trampo#work#cocacola#cansada#amazing#awesome#picofday#ônibus#lotado#br#brazilliam#simple#Sun#swag,
2532,5.0,1.0,31.0,United States,I love coke-cola. I'm gonna go to a theme park and go on the rides. #yolo,94402
2533,1.0,0.0,277.0,,#cocacola#vanilla#lovedis,
2534,1.0,0.0,96.0,,#CocaCola ME ENTIENDE.,
2535,0.0,0.0,292.0,,The real thing! #cocacola,
2536,2.0,0.0,139.0,,#exams #food #boring #cocacola #donuts #pink #black #coockies #chocolate,
2537,0.0,0.0,232.0,Mexico,#treulove#cocacola#elamordemivida#tec,
2538,1.0,0.0,233.0,United Kingdom,#VanillaCoke #CocaCola #ExpectedBetter,B24 0
2539,0.0,0.0,16.0,,#Karol #cocacola #coke #legs  #haha #nauka #na #matematykę #pełną #parą #instaphoto #instacool,
2540,,,,,Who seriously needs this many flavors? #cocacola #soda http://t.co/YsrKqnuZq9,
2541,0.0,0.0,23.0,,YEP :3 #cocacola,
2542,12.0,0.0,418.0,,#usando #new #shoes #coke #cocacola #tênis #me #pernas #boy #brazil  #like4like #like #followme #follow #amazing,
2543,0.0,0.0,303.0,,Depois de tomar #cocacola e comer #kitkat vem o #alpino hmmmmmmmm #sobremesa de gorda,
